visitorid,purchase_recency_days,purchase_occasion_count,purchase_event_count,total_events,active_days,cart_per_view,transaction_per_view,activity_span_days,mean_interevent_hours,session_count_30m,distinct_top_categories,top_category_share,snapshot_id,category_coverage_flag
241583,66.98331340277778,1,1,25,5,0.2631578947368421,0.05263157894736842,64.07594028935186,64.07594028935185,6,4,0.6956521739130435,snapshot_20150919T025947Z,1
241743,25.068979189814815,1,1,2,1,0.0,1.0,0.0005366319444444445,0.012879166666666667,1,1,1.0,snapshot_20150919T025947Z,1
241863,102.2113109837963,1,1,7,1,0.2,0.2,0.005705717592592592,0.02282287037037037,1,1,1.0,snapshot_20150919T025947Z,1
242105,16.35568570601852,2,5,42,5,0.05714285714285714,0.14285714285714285,7.097594305555556,4.154689349593496,11,2,0.6190476190476191,snapshot_20150919T025947Z,1
242485,75.36825311342592,1,1,6,1,0.25,0.25,0.00790763888888889,0.037956666666666666,1,1,1.0,snapshot_20150919T025947Z,1
242520,95.46451059027778,1,1,3,1,1.0,1.0,0.004870416666666666,0.058445000000000004,1,1,1.0,snapshot_20150919T025947Z,1
242567,43.10617078703704,1,1,3,1,1.0,1.0,0.004418240740740741,0.053018888888888886,1,1,1.0,snapshot_20150919T025947Z,1
242654,44.12852443287037,1,3,23,2,0.17647058823529413,0.17647058823529413,7.788535173611112,8.496583825757575,3,2,0.6956521739130435,snapshot_20150919T025947Z,1
242663,35.4236941087963,1,1,4,1,0.5,0.5,0.011253761574074074,0.09003009259259259,1,1,1.0,snapshot_20150919T025947Z,1
242740,39.3911712962963,1,1,6,2,0.25,0.25,0.3001334606481481,1.4406406111111112,2,1,1.0,snapshot_20150919T025947Z,1
242826,26.420076701388886,1,1,15,1,0.2727272727272727,0.09090909090909091,0.016356041666666668,0.02803892857142857,1,1,1.0,snapshot_20150919T025947Z,1
242861,46.9736962037037,1,1,4,1,0.5,0.5,0.008062337962962964,0.06449870370370371,1,1,1.0,snapshot_20150919T025947Z,1
242985,73.51186054398148,1,1,3,1,1.0,1.0,0.002445960648148148,0.029351527777777775,1,1,1.0,snapshot_20150919T025947Z,1
243025,85.18789516203704,3,3,36,8,0.13793103448275862,0.10344827586206896,42.17689583333333,28.9213,12,5,0.4666666666666667,snapshot_20150919T025947Z,1
243070,57.880424062500005,1,2,15,1,0.4444444444444444,0.2222222222222222,0.022619351851851852,0.038776031746031746,1,2,0.9333333333333333,snapshot_20150919T025947Z,1
243182,51.90916467592592,1,1,4,1,0.5,0.5,0.011711631944444445,0.09369305555555556,1,1,1.0,snapshot_20150919T025947Z,1
243572,120.39486065972221,1,1,6,1,0.25,0.25,0.016175381944444445,0.07764183333333334,1,0,0.0,snapshot_20150919T025947Z,0
243592,137.94465128472223,1,1,4,2,0.5,0.5,134.72495722222223,1077.7996577777776,2,1,1.0,snapshot_20150919T025947Z,1
243636,86.47435730324074,2,2,17,1,0.15384615384615385,0.15384615384615385,0.02141472222222222,0.032122083333333336,1,1,1.0,snapshot_20150919T025947Z,1
243939,51.41393597222222,1,1,8,5,0.16666666666666666,0.16666666666666666,61.58776954861111,211.1580670238095,5,1,1.0,snapshot_20150919T025947Z,1
244123,14.39273443287037,1,5,10,1,0.0,0.0,0.007061030092592593,0.018829413580246913,1,2,0.8,snapshot_20150919T025947Z,1
244468,61.153609467592595,2,2,91,1,0.03488372093023256,0.023255813953488372,0.18142,0.04837866666666667,1,10,0.34065934065934067,snapshot_20150919T025947Z,1
244531,35.38781721064815,1,1,11,1,0.25,0.125,0.6512481250000001,1.5629955,3,1,1.0,snapshot_20150919T025947Z,1
244553,112.08316171296296,1,1,9,3,0.14285714285714285,0.14285714285714285,77.81080763888889,233.43242291666667,3,2,0.875,snapshot_20150919T025947Z,1
244556,46.93745619212963,1,1,4,1,0.0,0.3333333333333333,0.012299837962962962,0.0983987037037037,1,1,1.0,snapshot_20150919T025947Z,1
244583,116.35262503472221,1,1,5,1,0.3333333333333333,0.3333333333333333,0.006320393518518519,0.03792236111111111,1,1,1.0,snapshot_20150919T025947Z,1
244603,127.42428197916666,1,1,4,1,0.5,0.5,0.015213275462962961,0.1217062037037037,1,0,0.0,snapshot_20150919T025947Z,0
244756,27.027004583333333,3,5,454,7,0.013544018058690745,0.011286681715575621,33.56623466435185,1.778343558376257,25,12,0.43123543123543123,snapshot_20150919T025947Z,1
244835,36.40513446759259,1,2,6,1,1.0,1.0,0.006592418981481482,0.03164361111111111,1,1,1.0,snapshot_20150919T025947Z,1
244838,109.84438789351852,1,1,12,4,0.1,0.1,61.746411273148155,134.71944277777777,6,1,1.0,snapshot_20150919T025947Z,1
244853,91.95962123842592,1,4,19,1,0.36363636363636365,0.36363636363636365,0.013088912037037038,0.01745188271604938,1,1,1.0,snapshot_20150919T025947Z,1
245293,103.25990126157409,1,2,34,3,0.391304347826087,0.08695652173913043,54.0879422800926,39.33668529461279,5,2,0.6296296296296297,snapshot_20150919T025947Z,1
245608,86.21352010416666,1,1,3,1,1.0,1.0,0.0017942939814814813,0.021531527777777774,1,1,1.0,snapshot_20150919T025947Z,1
245765,25.283365462962962,1,1,4,2,0.5,0.5,0.3048298032407407,2.4386384259259257,2,1,1.0,snapshot_20150919T025947Z,1
245770,65.52897346064815,1,1,8,3,0.16666666666666666,0.16666666666666666,3.0035232175925923,10.29779388888889,3,1,1.0,snapshot_20150919T025947Z,1
245823,19.075802997685184,1,2,26,6,0.2,0.1,51.745836793981475,49.67600332222222,7,2,0.9285714285714286,snapshot_20150919T025947Z,1
245983,20.904915150462962,1,1,7,1,0.2,0.2,0.032375868055555555,0.12950347222222222,1,1,1.0,snapshot_20150919T025947Z,1
246158,119.25194358796297,2,2,7,4,0.6666666666666666,0.6666666666666666,8.969014305555556,35.87605722222222,4,1,1.0,snapshot_20150919T025947Z,1
246235,87.36713179398149,1,1,4,1,0.0,0.3333333333333333,0.018278414351851853,0.1462273148148148,1,1,1.0,snapshot_20150919T025947Z,1
246785,37.1809243287037,1,7,23,2,1.2857142857142858,1.0,0.7693762037037037,0.8393194949494949,2,3,0.6521739130434783,snapshot_20150919T025947Z,1
246796,44.21427143518519,1,2,33,10,0.24,0.08,26.93121814814815,20.19841361111111,14,2,0.9655172413793104,snapshot_20150919T025947Z,1
246828,124.37427687499999,1,2,7,1,0.6666666666666666,0.6666666666666666,0.0026610069444444446,0.010644027777777778,1,2,0.8571428571428571,snapshot_20150919T025947Z,1
246992,120.56164347222222,1,1,3,1,1.0,1.0,0.01126550925925926,0.13518611111111112,1,1,1.0,snapshot_20150919T025947Z,1
247005,134.34823380787037,1,1,4,1,0.5,0.5,0.010857916666666667,0.08686333333333333,1,0,0.0,snapshot_20150919T025947Z,0
247024,6.308322488425926,1,1,3,1,1.0,1.0,0.002338726851851852,0.02806472222222222,1,1,1.0,snapshot_20150919T025947Z,1
247235,4.167564027777778,124,132,1698,19,0.11777301927194861,0.09421841541755889,32.106867314814814,0.45407472926078696,67,14,0.4643598615916955,snapshot_20150919T025947Z,1
247247,60.37965380787037,1,1,5,1,0.3333333333333333,0.3333333333333333,0.006119513888888889,0.03671708333333333,1,0,0.0,snapshot_20150919T025947Z,0
247560,23.225342673611113,1,1,5,3,0.3333333333333333,0.3333333333333333,4.899391597222222,29.396349583333333,3,1,1.0,snapshot_20150919T025947Z,1
247916,116.21738506944445,1,1,4,1,0.5,0.5,0.02191039351851852,0.17528314814814813,1,1,1.0,snapshot_20150919T025947Z,1
247967,17.451779074074075,1,1,3,1,1.0,1.0,0.007307685185185185,0.08769222222222221,1,1,1.0,snapshot_20150919T025947Z,1
248411,72.93429980324073,1,2,11,1,0.5,0.3333333333333333,0.00949962962962963,0.02279911111111111,1,1,1.0,snapshot_20150919T025947Z,1
248428,113.5036196412037,1,1,8,2,0.0,0.14285714285714285,0.5506414814814815,1.8879136507936507,2,1,1.0,snapshot_20150919T025947Z,1
248503,119.54902025462962,1,1,3,1,1.0,1.0,0.003146493055555556,0.03775791666666667,1,0,0.0,snapshot_20150919T025947Z,0
248599,55.05490505787037,2,2,48,7,0.24324324324324326,0.05405405405405406,49.91748501157407,25.48977958037825,13,1,1.0,snapshot_20150919T025947Z,1
248671,102.34993576388888,1,2,11,1,0.8,0.4,0.1239687037037037,0.2975248888888889,2,1,1.0,snapshot_20150919T025947Z,1
248679,78.21992444444444,22,30,295,4,0.13247863247863248,0.1282051282051282,2.9808101388888892,0.24333143990929706,8,12,0.41454545454545455,snapshot_20150919T025947Z,1
248810,85.40939502314815,1,1,3,1,1.0,1.0,0.0023321527777777776,0.02798583333333333,1,0,0.0,snapshot_20150919T025947Z,0
248845,70.19619903935185,1,1,3,1,1.0,1.0,0.0038078125,0.045693750000000005,1,1,1.0,snapshot_20150919T025947Z,1
248848,35.052785138888886,1,1,13,1,0.5,0.125,0.012830520833333333,0.025661041666666665,1,1,1.0,snapshot_20150919T025947Z,1
248925,4.154691423611111,1,2,12,2,0.25,0.25,1.1504625000000002,2.5101,2,1,1.0,snapshot_20150919T025947Z,1
249017,116.45764211805555,1,1,5,1,0.0,0.25,0.010511979166666666,0.063071875,1,1,1.0,snapshot_20150919T025947Z,1
249053,81.12930193287038,1,1,4,2,0.5,0.5,1.2590557638888888,10.07244611111111,2,1,1.0,snapshot_20150919T025947Z,1
249061,136.28726310185183,1,1,8,1,0.16666666666666666,0.16666666666666666,0.009250555555555555,0.031716190476190474,1,0,0.0,snapshot_20150919T025947Z,0
249074,123.5578599537037,1,1,3,1,1.0,1.0,0.0038085532407407413,0.04570263888888888,1,1,1.0,snapshot_20150919T025947Z,1
249247,108.26454403935186,1,1,3,1,1.0,1.0,0.002114537037037037,0.025374444444444443,1,1,1.0,snapshot_20150919T025947Z,1
249286,137.35385381944445,1,1,3,1,0.0,0.5,0.0019062847222222222,0.022875416666666665,1,0,0.0,snapshot_20150919T025947Z,0
249439,70.57871032407407,1,1,4,2,0.5,0.5,5.478399513888889,43.82719611111111,2,1,1.0,snapshot_20150919T025947Z,1
249658,8.027764803240741,1,1,4,1,0.5,0.5,0.006182395833333333,0.049459166666666665,1,1,1.0,snapshot_20150919T025947Z,1
249902,116.44830261574074,1,1,3,1,1.0,1.0,0.006825046296296296,0.08190055555555556,1,0,0.0,snapshot_20150919T025947Z,0
250080,53.52968555555556,1,1,2,1,0.0,0.0,0.002227233796296296,0.05345361111111111,1,1,1.0,snapshot_20150919T025947Z,1
250139,62.1461620486111,1,2,3,1,0.0,0.0,0.005909201388888889,0.07091041666666667,1,1,1.0,snapshot_20150919T025947Z,1
250146,44.26928346064815,1,3,11,1,1.0,0.75,0.012071516203703704,0.02897163888888889,1,1,1.0,snapshot_20150919T025947Z,1
250187,70.3223077662037,1,1,14,5,0.18181818181818182,0.09090909090909091,18.436348159722222,34.036335064102566,7,1,1.0,snapshot_20150919T025947Z,1
250252,128.20392949074073,1,2,10,1,0.3333333333333333,0.3333333333333333,0.011065949074074074,0.029509197530864197,1,2,0.5,snapshot_20150919T025947Z,1
250357,125.00260662037036,1,1,40,4,0.05405405405405406,0.02702702702702703,20.051790937499998,12.339563653846154,7,2,0.8947368421052632,snapshot_20150919T025947Z,1
250372,99.81274723379629,1,3,30,2,0.125,0.125,34.01983512731481,28.154346312260536,2,5,0.5714285714285714,snapshot_20150919T025947Z,1
250393,72.32462460648148,1,1,3,2,1.0,1.0,2.126405335648148,25.51686402777778,3,1,1.0,snapshot_20150919T025947Z,1
250437,117.2569498726852,1,1,7,1,0.2,0.2,0.08567133101851851,0.3426853240740741,3,0,0.0,snapshot_20150919T025947Z,0
250527,97.22702537037037,1,1,9,2,0.14285714285714285,0.14285714285714285,6.517946099537037,19.55383829861111,2,1,1.0,snapshot_20150919T025947Z,1
250678,11.425064097222222,1,1,3,1,0.0,0.5,0.004390532407407407,0.05268638888888889,1,1,1.0,snapshot_20150919T025947Z,1
250943,92.40745109953704,1,1,24,8,0.045454545454545456,0.045454545454545456,68.09522322916666,71.05588510869565,9,4,0.8695652173913043,snapshot_20150919T025947Z,1
251091,120.9675566087963,1,1,7,4,0.5,0.25,38.06633302083333,152.2653320833333,4,1,1.0,snapshot_20150919T025947Z,1
251707,11.539373726851853,2,2,35,3,0.1,0.06666666666666667,13.6893990625,9.663105220588236,3,2,0.9705882352941176,snapshot_20150919T025947Z,1
251892,107.38406614583333,1,1,10,1,0.125,0.125,0.11829766203703704,0.31546043209876545,2,1,1.0,snapshot_20150919T025947Z,1
251942,136.30761781249998,1,1,4,2,0.5,0.5,22.001347256944445,176.01077805555553,2,1,1.0,snapshot_20150919T025947Z,1
252249,94.23597739583333,1,1,4,1,0.0,0.3333333333333333,0.016445138888888888,0.1315611111111111,1,1,1.0,snapshot_20150919T025947Z,1
252258,58.271383067129634,1,1,8,3,0.75,0.25,25.50080591435185,87.43133456349207,4,2,0.875,snapshot_20150919T025947Z,1
252415,74.01504684027778,1,1,5,1,0.3333333333333333,0.3333333333333333,0.023819548611111113,0.14291729166666667,1,1,1.0,snapshot_20150919T025947Z,1
252492,49.295331493055556,1,1,9,5,0.3333333333333333,0.16666666666666666,68.12341597222222,204.37024791666667,6,2,0.8888888888888888,snapshot_20150919T025947Z,1
252812,27.994314270833332,1,1,3,1,1.0,1.0,0.000829212962962963,0.009950555555555556,1,1,1.0,snapshot_20150919T025947Z,1
252840,104.14521547453704,1,2,17,1,0.15384615384615385,0.15384615384615385,0.03796210648148148,0.05694315972222222,1,1,1.0,snapshot_20150919T025947Z,1
252977,65.96864425925926,1,1,17,2,0.06666666666666667,0.06666666666666667,3.4525925810185187,5.178888871527778,2,1,1.0,snapshot_20150919T025947Z,1
253004,134.45613597222223,1,1,4,1,0.5,0.5,0.023315625,0.18652499999999997,1,0,0.0,snapshot_20150919T025947Z,0
253109,29.514537349537033,1,2,7,2,0.6666666666666666,0.6666666666666666,22.028887800925926,88.1155512037037,3,2,0.8571428571428571,snapshot_20150919T025947Z,1
253213,45.56113269675926,2,2,6,2,1.0,1.0,3.943259050925926,18.927643444444442,4,1,1.0,snapshot_20150919T025947Z,1
253328,46.8720678125,1,1,7,1,0.2,0.2,0.009645486111111112,0.038581944444444446,1,1,1.0,snapshot_20150919T025947Z,1
253365,110.43503665509259,2,2,8,2,0.5,0.5,2.818856284722222,9.66465011904762,2,0,0.0,snapshot_20150919T025947Z,0
253371,33.91510960648149,1,1,7,3,0.5,0.25,14.078010150462964,56.312040601851855,3,2,0.7142857142857143,snapshot_20150919T025947Z,1
253391,112.46684391203704,1,1,5,2,0.3333333333333333,0.3333333333333333,0.9533681249999999,5.720208749999999,2,0,0.0,snapshot_20150919T025947Z,0
253399,9.298481631944444,1,1,2,1,0.0,1.0,0.005517627314814815,0.13242305555555556,1,1,1.0,snapshot_20150919T025947Z,1
253756,137.09499984953703,1,1,4,2,0.5,0.5,1.0472097106481482,8.377677685185185,2,0,0.0,snapshot_20150919T025947Z,0
253867,72.06231469907408,1,1,32,11,0.03333333333333333,0.03333333333333333,20.622400717592594,15.96572958781362,23,1,1.0,snapshot_20150919T025947Z,1
253920,70.74838717592593,1,1,3,1,1.0,1.0,0.001163298611111111,0.013959583333333333,1,1,1.0,snapshot_20150919T025947Z,1
253924,106.16736716435186,1,1,18,4,0.0625,0.0625,18.024652002314813,25.44656753267974,4,3,0.7142857142857143,snapshot_20150919T025947Z,1
254126,27.234718368055553,1,1,4,1,0.5,0.5,0.0019379861111111112,0.015503888888888888,1,1,1.0,snapshot_20150919T025947Z,1
254130,102.23462815972222,1,1,21,5,0.05263157894736842,0.05263157894736842,27.245386238425922,32.69446348611111,5,2,0.8,snapshot_20150919T025947Z,1
254146,128.1194919212963,1,4,11,2,0.16666666666666666,0.6666666666666666,0.0064681712962962965,0.015523611111111113,1,1,1.0,snapshot_20150919T025947Z,1
254328,64.89379282407408,3,16,119,12,0.1839080459770115,0.1839080459770115,98.40271408564814,20.01411133945386,14,3,0.8,snapshot_20150919T025947Z,1
254367,68.19734537037037,1,1,2,1,0.0,0.0,0.004188819444444445,0.10053166666666666,1,1,1.0,snapshot_20150919T025947Z,1
254579,19.528845555555556,1,1,3,1,1.0,1.0,0.0027278009259259256,0.03273361111111111,1,1,1.0,snapshot_20150919T025947Z,1
254621,108.92749525462963,1,1,3,1,1.0,1.0,0.0010841435185185186,0.013009722222222221,1,1,1.0,snapshot_20150919T025947Z,1
254754,23.243540671296298,1,1,3,1,1.0,1.0,0.002716840277777778,0.03260208333333334,1,1,1.0,snapshot_20150919T025947Z,1
254893,81.304131875,2,2,16,2,0.2727272727272727,0.18181818181818182,51.83597158564815,82.93755453703702,2,1,1.0,snapshot_20150919T025947Z,1
255006,10.431039016203703,1,1,5,1,0.3333333333333333,0.3333333333333333,0.008561793981481483,0.051370763888888886,1,1,1.0,snapshot_20150919T025947Z,1
255309,105.38789878472222,1,1,2,1,0.0,1.0,0.05381386574074074,1.2915327777777779,2,0,0.0,snapshot_20150919T025947Z,0
255389,88.2056984837963,1,1,5,1,0.3333333333333333,0.3333333333333333,0.03165269675925926,0.18991618055555556,2,1,1.0,snapshot_20150919T025947Z,1
255393,107.18003718749999,1,2,28,1,0.08333333333333333,0.08333333333333333,0.13561270833333333,0.12054462962962963,2,1,1.0,snapshot_20150919T025947Z,1
255918,13.008466006944444,1,4,15,1,0.5714285714285714,0.5714285714285714,0.03732292824074074,0.0639821626984127,2,2,0.8666666666666667,snapshot_20150919T025947Z,1
256094,38.4549044212963,2,2,14,4,0.2,0.2,12.161553009259258,22.452097863247864,5,1,1.0,snapshot_20150919T025947Z,1
256429,11.889133310185185,2,2,7,1,0.0,0.4,0.011299143518518519,0.04519657407407407,1,3,0.5714285714285714,snapshot_20150919T025947Z,1
256465,115.48131523148147,1,1,7,4,0.2,0.2,14.226543796296298,56.906175185185184,5,1,1.0,snapshot_20150919T025947Z,1
256505,107.34646122685186,1,1,4,1,0.5,0.5,0.009803587962962962,0.07842870370370371,1,1,1.0,snapshot_20150919T025947Z,1
256544,136.12527135416667,1,1,12,2,2.6666666666666665,0.3333333333333333,0.7399949189814815,1.6145343686868687,2,0,0.0,snapshot_20150919T025947Z,0
256726,70.61547310185185,1,1,3,1,1.0,1.0,0.004237766203703704,0.050853194444444444,1,1,1.0,snapshot_20150919T025947Z,1
256781,20.007593055555557,1,1,9,1,0.14285714285714285,0.14285714285714285,0.03192435185185186,0.09577305555555556,1,1,1.0,snapshot_20150919T025947Z,1
256821,44.242605902777775,1,1,7,1,0.2,0.2,0.06321759259259259,0.25287037037037036,2,1,1.0,snapshot_20150919T025947Z,1
256877,47.03155944444445,1,1,2,1,0.0,1.0,0.0023373726851851854,0.05609694444444445,1,1,1.0,snapshot_20150919T025947Z,1
256880,117.88101597222222,1,1,8,2,0.4,0.2,2.651038773148148,9.089275793650796,2,2,0.8571428571428571,snapshot_20150919T025947Z,1
257248,10.36202625,1,1,8,2,0.4,0.2,1.6390928125000002,5.619746785714286,6,1,1.0,snapshot_20150919T025947Z,1
257291,60.91238186342592,1,1,10,1,0.125,0.125,0.036849016203703705,0.09826404320987654,1,1,1.0,snapshot_20150919T025947Z,1
257462,44.138137372685186,1,1,7,2,0.2,0.2,15.769473530092593,63.07789412037037,2,2,0.7142857142857143,snapshot_20150919T025947Z,1
257726,49.2926741550926,1,2,5,2,2.0,2.0,16.989992974537035,101.93995784722222,2,2,0.8,snapshot_20150919T025947Z,1
257912,32.27683192129629,1,1,7,2,0.2,0.2,0.8772768865740741,3.509107546296296,3,2,0.8571428571428571,snapshot_20150919T025947Z,1
258107,47.84500634259259,1,1,3,2,0.0,0.5,3.5661510763888886,42.79381291666667,3,1,1.0,snapshot_20150919T025947Z,1
258317,19.049961458333332,1,2,54,2,0.04,0.04,1.6003116782407407,0.7246694392033544,6,4,0.8301886792452831,snapshot_20150919T025947Z,1
258336,23.359506979166667,1,1,6,2,0.25,0.25,17.21862775462963,82.64941322222221,3,2,0.8333333333333334,snapshot_20150919T025947Z,1
258434,116.46859929398148,1,1,3,1,1.0,1.0,0.002467048611111111,0.029604583333333333,1,0,0.0,snapshot_20150919T025947Z,0
258502,126.18363704861112,1,1,9,2,0.14285714285714285,0.14285714285714285,0.18817281249999998,0.5645184375,3,1,1.0,snapshot_20150919T025947Z,1
258538,137.00944918981483,1,1,6,2,0.25,0.25,0.29291430555555553,1.4059886666666668,2,0,0.0,snapshot_20150919T025947Z,0
259050,35.546928414351854,1,1,3,1,1.0,1.0,0.0038758101851851853,0.04650972222222222,1,1,1.0,snapshot_20150919T025947Z,1
259169,78.43617030092592,1,1,5,1,0.3333333333333333,0.3333333333333333,0.0036924421296296293,0.022154652777777777,1,1,1.0,snapshot_20150919T025947Z,1
259178,50.27621601851852,1,1,3,1,1.0,1.0,0.0037310069444444443,0.04477208333333334,1,1,1.0,snapshot_20150919T025947Z,1
259214,127.07673119212961,1,1,6,1,0.25,0.25,0.01941983796296296,0.09321522222222223,1,1,1.0,snapshot_20150919T025947Z,1
259278,110.12939806712964,6,6,54,1,0.17073170731707318,0.14634146341463414,0.20058626157407405,0.0908315146750524,3,9,0.20833333333333334,snapshot_20150919T025947Z,1
259305,53.035233113425925,1,1,4,2,0.0,0.3333333333333333,1.122702638888889,8.981621111111112,2,1,1.0,snapshot_20150919T025947Z,1
259827,30.363639571759258,1,1,5,1,0.3333333333333333,0.3333333333333333,0.017358657407407406,0.10415194444444445,1,1,1.0,snapshot_20150919T025947Z,1
259928,130.11314064814815,1,1,76,2,0.013513513513513514,0.013513513513513514,0.2845523726851852,0.09105675925925925,4,10,0.375,snapshot_20150919T025947Z,1
260032,56.395725254629625,1,1,4,1,0.5,0.5,0.006110810185185186,0.048886481481481475,1,0,0.0,snapshot_20150919T025947Z,0
260491,99.51467069444445,1,1,3,2,1.0,1.0,1.5826216666666666,18.99146,2,0,0.0,snapshot_20150919T025947Z,0
260578,113.1984685300926,1,1,4,1,0.5,0.5,0.016343958333333332,0.13075166666666668,1,1,1.0,snapshot_20150919T025947Z,1
260753,138.3420196412037,1,1,13,3,0.09090909090909091,0.09090909090909091,7.964897395833334,15.929794791666666,4,0,0.0,snapshot_20150919T025947Z,0
260868,118.40475167824074,1,1,3,1,1.0,1.0,0.0007169097222222223,0.008602916666666667,1,0,0.0,snapshot_20150919T025947Z,0
260971,7.862484224537037,1,1,11,1,0.1111111111111111,0.1111111111111111,0.11723298611111112,0.28135916666666666,3,1,1.0,snapshot_20150919T025947Z,1
261238,7.187798159722223,1,4,19,1,0.5,0.4,0.023438935185185184,0.03125191358024691,1,1,1.0,snapshot_20150919T025947Z,1
261301,110.41870531250001,1,1,16,3,0.07142857142857142,0.07142857142857142,1.962161712962963,3.1394587407407406,4,1,1.0,snapshot_20150919T025947Z,1
261325,63.93755692129629,1,1,8,1,0.16666666666666666,0.16666666666666666,0.40638873842592593,1.3933328174603175,2,1,1.0,snapshot_20150919T025947Z,1
261362,122.30804862268519,1,1,3,1,1.0,1.0,0.002352199074074074,0.02822638888888889,1,0,0.0,snapshot_20150919T025947Z,0
261507,36.804938356481486,1,1,4,1,0.5,0.5,0.010715972222222222,0.08572777777777778,1,1,1.0,snapshot_20150919T025947Z,1
261643,43.09742521990741,1,1,6,3,0.25,0.25,56.999773194444444,273.5989113333334,3,1,1.0,snapshot_20150919T025947Z,1
261667,60.37312136574074,1,1,4,2,0.5,0.5,1.041301863425926,8.330414907407407,2,1,1.0,snapshot_20150919T025947Z,1
261693,33.08969832175926,1,1,8,3,0.16666666666666666,0.16666666666666666,59.23929434027778,203.10615202380953,4,3,0.5,snapshot_20150919T025947Z,1
261694,37.37817064814815,1,1,3,1,1.0,1.0,0.000858113425925926,0.010297361111111113,1,1,1.0,snapshot_20150919T025947Z,1
261793,97.10939386574076,1,1,6,1,0.25,0.25,0.01069212962962963,0.05132222222222223,1,1,1.0,snapshot_20150919T025947Z,1
261807,55.69540791666667,1,1,4,1,0.5,0.5,0.12329590277777777,0.9863672222222221,2,1,1.0,snapshot_20150919T025947Z,1
261883,93.01379597222223,1,1,5,1,1.0,0.5,0.5077545138888888,3.0465270833333338,2,1,1.0,snapshot_20150919T025947Z,1
261889,124.96100619212963,1,1,3,1,1.0,1.0,0.0014700231481481483,0.017640277777777776,1,1,1.0,snapshot_20150919T025947Z,1
261902,24.415879386574073,1,2,10,1,0.3333333333333333,0.3333333333333333,0.18712596064814815,0.499002561728395,3,2,0.9,snapshot_20150919T025947Z,1
262357,35.06247172453704,3,3,142,29,0.02962962962962963,0.022222222222222223,48.15301403935185,8.196257708825847,64,1,1.0,snapshot_20150919T025947Z,1
262508,73.86723960648149,1,1,11,3,0.1111111111111111,0.1111111111111111,17.047120358796295,40.91308886111111,3,2,0.8181818181818182,snapshot_20150919T025947Z,1
262607,108.84816976851853,1,1,2,1,0.0,0.0,0.0024223611111111112,0.05813666666666667,1,1,1.0,snapshot_20150919T025947Z,1
263161,93.17804611111112,1,1,5,2,1.0,0.5,0.9552953935185184,5.73177236111111,2,1,1.0,snapshot_20150919T025947Z,1
263205,98.9654121412037,1,1,2,1,0.0,1.0,0.009626122685185185,0.23102694444444444,1,1,1.0,snapshot_20150919T025947Z,1
263391,108.0166021875,2,2,11,1,0.2857142857142857,0.2857142857142857,0.025518877314814815,0.06124530555555555,1,1,1.0,snapshot_20150919T025947Z,1
263462,104.37978157407407,1,2,4,1,1.0,2.0,0.00742255787037037,0.059380462962962954,1,1,1.0,snapshot_20150919T025947Z,1
263733,21.510598402777777,2,2,6,2,0.3333333333333333,0.6666666666666666,0.5026609722222223,2.4127726666666662,2,2,0.8333333333333334,snapshot_20150919T025947Z,1
263746,43.129311192129634,1,1,21,3,0.05263157894736842,0.05263157894736842,2.7847296180555556,3.3416755416666666,6,1,1.0,snapshot_20150919T025947Z,1
263783,38.4316395949074,1,1,14,5,0.18181818181818182,0.09090909090909091,91.02433451388889,168.04492525641024,6,3,0.5454545454545454,snapshot_20150919T025947Z,1
263974,121.39849322916666,1,1,5,1,0.0,0.25,0.004396307870370371,0.02637784722222222,1,1,1.0,snapshot_20150919T025947Z,1
264044,44.1767912037037,1,1,4,1,0.0,0.3333333333333333,0.01148068287037037,0.09184546296296296,1,1,1.0,snapshot_20150919T025947Z,1
264190,61.394646701388886,2,2,92,11,0.046511627906976744,0.023255813953488372,59.21546607638889,15.617265778388278,16,3,0.5616438356164384,snapshot_20150919T025947Z,1
264361,37.37117306712963,1,1,3,1,1.0,1.0,0.003056111111111111,0.036673333333333336,1,1,1.0,snapshot_20150919T025947Z,1
264398,107.46509467592593,1,1,3,1,1.0,1.0,0.0027532175925925923,0.03303861111111111,1,1,1.0,snapshot_20150919T025947Z,1
264597,126.16046658564814,1,1,4,1,0.5,0.5,0.0017893287037037038,0.01431462962962963,1,0,0.0,snapshot_20150919T025947Z,0
264607,126.09532174768519,1,1,2,1,0.0,1.0,0.0003965972222222222,0.009518333333333334,1,1,1.0,snapshot_20150919T025947Z,1
264653,56.42085418981482,1,1,8,4,0.16666666666666666,0.16666666666666666,41.437314988425925,142.07079424603174,4,1,1.0,snapshot_20150919T025947Z,1
264716,98.24967686342593,1,2,11,1,0.125,0.25,0.01987734953703704,0.04770563888888889,1,1,1.0,snapshot_20150919T025947Z,1
264734,96.34112059027778,1,1,9,1,0.14285714285714285,0.14285714285714285,0.18846709490740743,0.5654012847222223,4,1,1.0,snapshot_20150919T025947Z,1
264810,44.00192834490741,1,1,4,2,0.5,0.5,15.659490347222222,125.27592277777775,2,2,0.75,snapshot_20150919T025947Z,1
264847,3.361025127314815,1,1,4,1,0.0,0.3333333333333333,0.005615787037037037,0.0449262962962963,1,1,1.0,snapshot_20150919T025947Z,1
264883,81.99888810185185,2,2,14,1,0.2,0.2,0.5200594907407408,0.9601098290598291,3,2,0.9285714285714286,snapshot_20150919T025947Z,1
