visitorid,purchase_recency_days,purchase_occasion_count,purchase_event_count,snapshot_id
131595,55.983713368055554,1,1,snapshot_20150919T025947Z
131725,118.51431114583332,1,1,snapshot_20150919T025947Z
131764,9.506192476851853,1,1,snapshot_20150919T025947Z
131768,12.169169363425926,1,1,snapshot_20150919T025947Z
131861,52.31082311342592,1,1,snapshot_20150919T025947Z
131954,90.0731656712963,1,1,snapshot_20150919T025947Z
132066,69.37578366898148,1,1,snapshot_20150919T025947Z
132168,37.53143137731482,1,1,snapshot_20150919T025947Z
132277,50.37643106481482,2,3,snapshot_20150919T025947Z
132645,14.33222462962963,1,1,snapshot_20150919T025947Z
132676,137.98380800925926,1,4,snapshot_20150919T025947Z
132727,17.165082025462965,2,2,snapshot_20150919T025947Z
132804,118.82727974537038,1,1,snapshot_20150919T025947Z
132823,67.99447947916667,1,1,snapshot_20150919T025947Z
132829,39.013074467592595,1,1,snapshot_20150919T025947Z
132882,58.17775230324074,1,1,snapshot_20150919T025947Z
133120,88.93221,1,1,snapshot_20150919T025947Z
133166,66.29875222222222,1,2,snapshot_20150919T025947Z
133456,10.195025752314814,1,1,snapshot_20150919T025947Z
133632,69.92956596064815,1,1,snapshot_20150919T025947Z
133645,88.08272517361111,1,1,snapshot_20150919T025947Z
133777,101.24564841435185,1,1,snapshot_20150919T025947Z
133817,15.149340636574074,1,1,snapshot_20150919T025947Z
134169,101.41515658564813,1,1,snapshot_20150919T025947Z
134248,13.367858148148146,1,1,snapshot_20150919T025947Z
134290,85.09084616898149,1,1,snapshot_20150919T025947Z
134360,46.41401155092593,1,1,snapshot_20150919T025947Z
134407,40.03198591435185,2,4,snapshot_20150919T025947Z
134524,84.22564247685185,1,1,snapshot_20150919T025947Z
134586,120.11530940972222,1,1,snapshot_20150919T025947Z
134685,51.37343282407407,1,1,snapshot_20150919T025947Z
134805,15.150291354166667,1,1,snapshot_20150919T025947Z
134868,39.25446299768519,1,1,snapshot_20150919T025947Z
135153,60.190347037037036,1,1,snapshot_20150919T025947Z
135201,88.61704318287038,1,1,snapshot_20150919T025947Z
135511,84.27519924768518,1,1,snapshot_20150919T025947Z
135719,3.2535361342592592,4,4,snapshot_20150919T025947Z
135738,64.30079211805555,1,1,snapshot_20150919T025947Z
135931,72.10932201388889,1,1,snapshot_20150919T025947Z
135997,130.7315719560185,1,1,snapshot_20150919T025947Z
136002,21.13357420138889,1,1,snapshot_20150919T025947Z
136280,65.94777141203704,1,1,snapshot_20150919T025947Z
136630,116.05543574074075,1,1,snapshot_20150919T025947Z
136855,67.36985277777778,1,1,snapshot_20150919T025947Z
136903,118.25639609953703,1,1,snapshot_20150919T025947Z
137011,47.994067719907406,1,2,snapshot_20150919T025947Z
137057,22.081448842592593,1,1,snapshot_20150919T025947Z
137110,84.44881827546297,1,1,snapshot_20150919T025947Z
137223,71.92823335648148,1,1,snapshot_20150919T025947Z
137285,44.42824533564815,2,2,snapshot_20150919T025947Z
137452,18.858661979166666,1,1,snapshot_20150919T025947Z
137613,48.317411319444446,1,1,snapshot_20150919T025947Z
137876,21.386022569444446,2,2,snapshot_20150919T025947Z
138021,29.861040381944445,1,3,snapshot_20150919T025947Z
138131,78.46145040509259,137,173,snapshot_20150919T025947Z
138304,67.000195,1,1,snapshot_20150919T025947Z
138322,39.98051403935185,1,1,snapshot_20150919T025947Z
138391,113.90924248842593,1,1,snapshot_20150919T025947Z
138458,36.00353366898148,1,1,snapshot_20150919T025947Z
138992,86.44398126157407,1,1,snapshot_20150919T025947Z
139064,108.3577799074074,1,1,snapshot_20150919T025947Z
139392,103.2142629976852,1,1,snapshot_20150919T025947Z
139696,123.01687421296296,2,2,snapshot_20150919T025947Z
139805,28.266739386574073,1,1,snapshot_20150919T025947Z
139850,24.84266759259259,1,5,snapshot_20150919T025947Z
139891,25.437087407407407,1,1,snapshot_20150919T025947Z
140115,73.61947944444445,1,1,snapshot_20150919T025947Z
140378,122.32942476851852,1,1,snapshot_20150919T025947Z
140568,87.19395582175926,1,1,snapshot_20150919T025947Z
140572,51.992283495370366,1,1,snapshot_20150919T025947Z
140810,8.423361296296296,1,1,snapshot_20150919T025947Z
140884,46.249040729166666,1,1,snapshot_20150919T025947Z
141016,121.96103891203704,1,1,snapshot_20150919T025947Z
141135,45.992971493055556,1,1,snapshot_20150919T025947Z
141660,7.828373888888889,1,1,snapshot_20150919T025947Z
141701,137.2468937152778,1,1,snapshot_20150919T025947Z
141790,21.998600034722223,1,1,snapshot_20150919T025947Z
141812,27.528192569444446,1,1,snapshot_20150919T025947Z
141819,20.043177708333335,1,1,snapshot_20150919T025947Z
141889,88.3741924537037,1,1,snapshot_20150919T025947Z
141905,28.27567627314815,1,1,snapshot_20150919T025947Z
142099,45.13805849537037,1,1,snapshot_20150919T025947Z
142284,11.347001030092592,1,1,snapshot_20150919T025947Z
142511,114.23877700231482,1,1,snapshot_20150919T025947Z
142611,40.43209013888889,1,1,snapshot_20150919T025947Z
142649,84.31387097222222,1,1,snapshot_20150919T025947Z
142785,121.21560877314813,2,2,snapshot_20150919T025947Z
143054,51.35733012731481,1,1,snapshot_20150919T025947Z
143059,77.04728657407406,1,3,snapshot_20150919T025947Z
143136,120.25404344907408,1,1,snapshot_20150919T025947Z
143174,18.362131655092593,1,1,snapshot_20150919T025947Z
143229,50.088046273148144,1,1,snapshot_20150919T025947Z
143361,47.873031886574076,1,1,snapshot_20150919T025947Z
143411,38.76231240740741,1,1,snapshot_20150919T025947Z
143585,63.205869131944446,1,1,snapshot_20150919T025947Z
143630,93.40665481481481,1,1,snapshot_20150919T025947Z
143679,105.34166753472222,1,1,snapshot_20150919T025947Z
143811,32.15143491898148,1,1,snapshot_20150919T025947Z
144274,98.90259210648149,2,2,snapshot_20150919T025947Z
144291,6.425347708333334,1,1,snapshot_20150919T025947Z
144378,46.15089040509259,1,1,snapshot_20150919T025947Z
144508,133.42771184027777,1,1,snapshot_20150919T025947Z
144513,23.529191655092593,1,2,snapshot_20150919T025947Z
144730,87.33639575231481,1,1,snapshot_20150919T025947Z
144849,42.45784962962963,3,5,snapshot_20150919T025947Z
145261,45.384704606481485,1,2,snapshot_20150919T025947Z
145274,111.20065105324075,1,3,snapshot_20150919T025947Z
145473,128.3593449074074,1,2,snapshot_20150919T025947Z
145492,65.9679951388889,1,1,snapshot_20150919T025947Z
145494,15.139104108796296,1,1,snapshot_20150919T025947Z
145611,137.2838644097222,1,1,snapshot_20150919T025947Z
145936,100.29515041666666,1,2,snapshot_20150919T025947Z
146419,137.08169050925926,1,1,snapshot_20150919T025947Z
146458,50.43723300925926,1,1,snapshot_20150919T025947Z
146479,76.3446450462963,1,1,snapshot_20150919T025947Z
146505,15.502484131944444,1,1,snapshot_20150919T025947Z
146522,137.06132795138888,1,1,snapshot_20150919T025947Z
146547,37.41566703703704,1,2,snapshot_20150919T025947Z
146643,54.1180925462963,3,4,snapshot_20150919T025947Z
146698,100.12157267361111,4,5,snapshot_20150919T025947Z
146997,68.1252135300926,1,1,snapshot_20150919T025947Z
147096,137.4193514814815,1,1,snapshot_20150919T025947Z
147248,58.94787560185185,1,2,snapshot_20150919T025947Z
147290,81.22357108796297,1,1,snapshot_20150919T025947Z
147585,87.39592831018518,1,1,snapshot_20150919T025947Z
147808,46.05585915509259,1,1,snapshot_20150919T025947Z
147954,107.32951475694443,1,1,snapshot_20150919T025947Z
148192,90.13469491898148,1,1,snapshot_20150919T025947Z
148227,51.309471817129634,1,1,snapshot_20150919T025947Z
148244,5.079847835648148,1,1,snapshot_20150919T025947Z
148264,137.35901921296295,1,1,snapshot_20150919T025947Z
148402,81.43787505787037,1,1,snapshot_20150919T025947Z
148453,85.32010496527778,1,1,snapshot_20150919T025947Z
148485,69.88571097222223,1,1,snapshot_20150919T025947Z
148531,66.08712833333334,1,1,snapshot_20150919T025947Z
148602,116.03394128472223,1,1,snapshot_20150919T025947Z
148615,36.3222356712963,1,1,snapshot_20150919T025947Z
148658,135.89831721064814,1,1,snapshot_20150919T025947Z
148811,101.48313443287036,1,1,snapshot_20150919T025947Z
148853,135.12888564814816,1,1,snapshot_20150919T025947Z
148923,29.11433392361111,1,1,snapshot_20150919T025947Z
149166,85.39378281249999,1,1,snapshot_20150919T025947Z
149194,107.49057741898149,1,1,snapshot_20150919T025947Z
149420,54.27071989583333,1,1,snapshot_20150919T025947Z
149673,114.22354756944445,1,1,snapshot_20150919T025947Z
149854,108.48258210648149,1,4,snapshot_20150919T025947Z
149978,101.2780280324074,1,3,snapshot_20150919T025947Z
149990,96.35932854166666,1,1,snapshot_20150919T025947Z
150133,112.23030893518518,1,1,snapshot_20150919T025947Z
150184,31.288638807870374,1,1,snapshot_20150919T025947Z
150421,77.1711158449074,1,1,snapshot_20150919T025947Z
150651,51.09090371527778,2,8,snapshot_20150919T025947Z
150737,94.97428863425925,1,1,snapshot_20150919T025947Z
150928,85.919059375,1,1,snapshot_20150919T025947Z
150983,68.09373149305556,1,1,snapshot_20150919T025947Z
151077,16.994267511574073,1,1,snapshot_20150919T025947Z
151138,37.37593357638889,1,1,snapshot_20150919T025947Z
151280,28.2263640162037,1,1,snapshot_20150919T025947Z
151448,73.16736444444444,1,1,snapshot_20150919T025947Z
151476,63.8460853587963,1,2,snapshot_20150919T025947Z
151498,107.41531318287038,1,1,snapshot_20150919T025947Z
151740,93.86352090277778,1,1,snapshot_20150919T025947Z
151847,130.33113907407406,1,1,snapshot_20150919T025947Z
152089,29.486005393518518,1,1,snapshot_20150919T025947Z
152357,51.44829755787037,1,2,snapshot_20150919T025947Z
152381,125.38855386574073,1,1,snapshot_20150919T025947Z
152404,128.61054721064815,1,1,snapshot_20150919T025947Z
152420,85.03042723379629,1,4,snapshot_20150919T025947Z
152693,30.141639421296297,2,4,snapshot_20150919T025947Z
152793,24.425298055555555,1,1,snapshot_20150919T025947Z
152887,60.61643178240741,1,1,snapshot_20150919T025947Z
152891,80.33642431712963,1,1,snapshot_20150919T025947Z
152902,2.211702789351852,1,1,snapshot_20150919T025947Z
152963,1.0115251273148147,278,349,snapshot_20150919T025947Z
153018,18.270596793981483,1,1,snapshot_20150919T025947Z
153118,2.565248564814815,1,3,snapshot_20150919T025947Z
153121,7.4696553819444444,1,1,snapshot_20150919T025947Z
153312,16.58235371527778,1,1,snapshot_20150919T025947Z
153431,125.14405436342592,1,1,snapshot_20150919T025947Z
153514,29.926829224537038,1,1,snapshot_20150919T025947Z
153536,47.89364396990741,1,1,snapshot_20150919T025947Z
153711,136.91063219907406,1,2,snapshot_20150919T025947Z
153780,46.3395534375,2,2,snapshot_20150919T025947Z
153934,66.38909777777778,1,1,snapshot_20150919T025947Z
154116,57.20838817129629,1,2,snapshot_20150919T025947Z
154155,3.845111898148148,1,1,snapshot_20150919T025947Z
154217,87.50156645833333,2,3,snapshot_20150919T025947Z
154352,55.89633915509259,1,1,snapshot_20150919T025947Z
154454,106.35302413194445,1,1,snapshot_20150919T025947Z
154476,99.29373684027777,1,1,snapshot_20150919T025947Z
154503,37.38223725694444,1,1,snapshot_20150919T025947Z
154559,45.20668251157407,1,1,snapshot_20150919T025947Z
154613,73.25380601851852,1,1,snapshot_20150919T025947Z
154662,131.27501810185186,1,1,snapshot_20150919T025947Z
154689,114.84705747685186,1,2,snapshot_20150919T025947Z
154766,99.06723805555556,1,1,snapshot_20150919T025947Z
154771,52.19450903935186,1,1,snapshot_20150919T025947Z
154919,59.31734668981481,1,3,snapshot_20150919T025947Z
154959,76.99122947916666,1,1,snapshot_20150919T025947Z
154970,89.07298,3,3,snapshot_20150919T025947Z
155060,3.9123131712962964,1,1,snapshot_20150919T025947Z
155086,24.19123023148148,1,6,snapshot_20150919T025947Z
155171,128.37937942129628,1,1,snapshot_20150919T025947Z
155278,96.16764032407407,1,1,snapshot_20150919T025947Z
155340,8.275064606481482,1,1,snapshot_20150919T025947Z
155701,125.16476722222222,1,1,snapshot_20150919T025947Z
155977,7.271959918981482,1,1,snapshot_20150919T025947Z
156002,100.50580939814814,1,1,snapshot_20150919T025947Z
156036,21.420374340277778,1,1,snapshot_20150919T025947Z
156382,30.376455601851852,1,1,snapshot_20150919T025947Z
156391,80.27694078703703,1,1,snapshot_20150919T025947Z
156453,114.3787745138889,1,1,snapshot_20150919T025947Z
156622,137.95992255787039,1,1,snapshot_20150919T025947Z
156674,44.43828436342592,1,1,snapshot_20150919T025947Z
156700,85.3749795949074,1,1,snapshot_20150919T025947Z
156883,10.190449143518519,1,1,snapshot_20150919T025947Z
156957,136.9024767361111,1,2,snapshot_20150919T025947Z
156973,107.26216497685185,1,1,snapshot_20150919T025947Z
157119,115.49494780092593,1,2,snapshot_20150919T025947Z
157122,59.87775892361111,1,1,snapshot_20150919T025947Z
157195,24.197265104166668,1,1,snapshot_20150919T025947Z
157419,98.86738363425927,3,6,snapshot_20150919T025947Z
157482,29.491290648148148,1,1,snapshot_20150919T025947Z
157614,118.01335909722222,1,1,snapshot_20150919T025947Z
157616,51.237036458333336,1,1,snapshot_20150919T025947Z
157737,135.30050040509258,1,1,snapshot_20150919T025947Z
157882,62.293811805555556,1,1,snapshot_20150919T025947Z
157998,69.80320693287037,1,1,snapshot_20150919T025947Z
158090,108.91505630787037,1,1,snapshot_20150919T025947Z
158161,30.91472873842593,1,1,snapshot_20150919T025947Z
158287,124.36790539351853,1,1,snapshot_20150919T025947Z
158456,93.09738202546296,1,1,snapshot_20150919T025947Z
158533,100.31054798611112,1,2,snapshot_20150919T025947Z
158558,56.38183414351852,2,2,snapshot_20150919T025947Z
158701,34.12635616898148,4,4,snapshot_20150919T025947Z
158720,55.40648596064815,1,3,snapshot_20150919T025947Z
159004,88.34702717592593,1,1,snapshot_20150919T025947Z
159030,60.09762905092593,1,1,snapshot_20150919T025947Z
159619,71.97807817129629,1,2,snapshot_20150919T025947Z
159827,35.090817118055554,1,1,snapshot_20150919T025947Z
160095,88.26807428240741,1,1,snapshot_20150919T025947Z
160369,39.166907627314814,1,1,snapshot_20150919T025947Z
160371,120.00516851851853,1,1,snapshot_20150919T025947Z
160561,73.21255258101851,1,1,snapshot_20150919T025947Z
160821,25.333648773148152,1,1,snapshot_20150919T025947Z
160862,71.20613732638888,1,1,snapshot_20150919T025947Z
161047,85.13896594907408,1,1,snapshot_20150919T025947Z
161529,108.34981751157406,1,1,snapshot_20150919T025947Z
161617,89.0009562962963,1,3,snapshot_20150919T025947Z
161626,29.412942847222222,1,1,snapshot_20150919T025947Z
161675,78.72578836805556,1,1,snapshot_20150919T025947Z
161883,60.505362777777776,1,1,snapshot_20150919T025947Z
161926,133.14861505787036,1,2,snapshot_20150919T025947Z
162009,5.037648090277777,1,1,snapshot_20150919T025947Z
162313,45.175265081018516,1,1,snapshot_20150919T025947Z
162385,130.0569907638889,2,2,snapshot_20150919T025947Z
162448,131.01309730324076,1,1,snapshot_20150919T025947Z
162576,68.26955175925926,1,1,snapshot_20150919T025947Z
162815,109.29525635416667,1,1,snapshot_20150919T025947Z
162932,28.428548761574074,1,1,snapshot_20150919T025947Z
163049,14.177753090277779,3,3,snapshot_20150919T025947Z
163083,64.19099671296297,2,2,snapshot_20150919T025947Z
163156,44.19231052083334,2,2,snapshot_20150919T025947Z
163365,120.40185439814816,1,1,snapshot_20150919T025947Z
163561,107.01840542824074,81,92,snapshot_20150919T025947Z
163632,71.01076181712963,2,2,snapshot_20150919T025947Z
163691,7.217419340277777,1,1,snapshot_20150919T025947Z
163700,77.39991581018518,1,1,snapshot_20150919T025947Z
163711,72.316169375,1,5,snapshot_20150919T025947Z
163836,67.36119357638889,1,1,snapshot_20150919T025947Z
164002,73.20962519675925,1,2,snapshot_20150919T025947Z
164303,63.198474664351856,1,1,snapshot_20150919T025947Z
164630,94.8796976736111,1,1,snapshot_20150919T025947Z
164985,117.96871339120369,1,1,snapshot_20150919T025947Z
164995,96.42356292824074,1,2,snapshot_20150919T025947Z
165003,30.26598305555556,1,1,snapshot_20150919T025947Z
165257,14.449623634259261,1,1,snapshot_20150919T025947Z
165440,71.10923623842592,1,1,snapshot_20150919T025947Z
165696,86.60877299768518,1,1,snapshot_20150919T025947Z
165710,22.86758704861111,1,1,snapshot_20150919T025947Z
165718,91.92068541666666,1,1,snapshot_20150919T025947Z
165843,51.859262280092594,1,4,snapshot_20150919T025947Z
166027,24.990195439814816,1,2,snapshot_20150919T025947Z
166173,106.31301721064816,1,1,snapshot_20150919T025947Z
166371,109.917144375,1,1,snapshot_20150919T025947Z
166590,73.14022369212962,2,4,snapshot_20150919T025947Z
166605,6.44665912037037,1,1,snapshot_20150919T025947Z
166787,127.2253072337963,1,1,snapshot_20150919T025947Z
167086,4.913368506944444,1,1,snapshot_20150919T025947Z
167101,43.01267895833333,1,1,snapshot_20150919T025947Z
167336,11.318967534722223,1,1,snapshot_20150919T025947Z
167394,8.224103078703704,1,1,snapshot_20150919T025947Z
167489,108.3742244675926,2,2,snapshot_20150919T025947Z
167506,38.306024872685185,1,1,snapshot_20150919T025947Z
167511,73.30775868055555,1,3,snapshot_20150919T025947Z
167556,101.62697556712962,1,1,snapshot_20150919T025947Z
167876,101.11462262731482,1,1,snapshot_20150919T025947Z
167887,11.921298587962962,1,1,snapshot_20150919T025947Z
168008,119.09785359953705,1,1,snapshot_20150919T025947Z
168135,3.984496527777778,1,1,snapshot_20150919T025947Z
168272,133.9665257175926,1,1,snapshot_20150919T025947Z
168289,138.10240900462964,1,1,snapshot_20150919T025947Z
168505,63.38342237268518,1,1,snapshot_20150919T025947Z
168684,81.15686717592592,1,1,snapshot_20150919T025947Z
168685,108.01422327546297,3,6,snapshot_20150919T025947Z
168761,97.30727094907408,1,1,snapshot_20150919T025947Z
168889,94.1354586111111,1,1,snapshot_20150919T025947Z
168932,18.88128681712963,1,1,snapshot_20150919T025947Z
169103,119.44604226851851,1,1,snapshot_20150919T025947Z
169111,116.35019865740742,1,1,snapshot_20150919T025947Z
169151,17.447910879629628,2,8,snapshot_20150919T025947Z
169328,67.34997891203705,1,1,snapshot_20150919T025947Z
169369,136.3496426388889,2,4,snapshot_20150919T025947Z
169436,62.11636462962963,1,1,snapshot_20150919T025947Z
169486,68.20143366898148,1,2,snapshot_20150919T025947Z
169576,26.212951979166668,1,1,snapshot_20150919T025947Z
169589,94.3413259375,1,3,snapshot_20150919T025947Z
169803,58.13553747685185,1,1,snapshot_20150919T025947Z
169902,13.85918115740741,1,1,snapshot_20150919T025947Z
170096,128.23204237268519,1,1,snapshot_20150919T025947Z
170130,8.542191030092594,1,1,snapshot_20150919T025947Z
170470,133.99944899305555,3,14,snapshot_20150919T025947Z
170618,102.31039396990742,1,2,snapshot_20150919T025947Z
170791,3.310987118055556,1,2,snapshot_20150919T025947Z
171070,67.22714023148148,1,1,snapshot_20150919T025947Z
171135,79.19202725694444,1,3,snapshot_20150919T025947Z
171174,64.40441313657408,1,1,snapshot_20150919T025947Z
171308,73.99491487268519,1,1,snapshot_20150919T025947Z
171376,3.4586663541666667,1,2,snapshot_20150919T025947Z
171457,91.98632611111111,1,1,snapshot_20150919T025947Z
171560,136.43686725694445,1,1,snapshot_20150919T025947Z
171598,132.98206202546297,1,1,snapshot_20150919T025947Z
171688,42.27973962962963,1,1,snapshot_20150919T025947Z
171693,136.19869961805554,1,1,snapshot_20150919T025947Z
171718,7.497014212962964,2,33,snapshot_20150919T025947Z
171743,86.85104377314815,1,1,snapshot_20150919T025947Z
171785,30.0934312962963,1,1,snapshot_20150919T025947Z
172015,28.985564328703703,1,1,snapshot_20150919T025947Z
172104,31.88013957175926,1,1,snapshot_20150919T025947Z
172132,61.41749006944445,1,1,snapshot_20150919T025947Z
172244,112.08695809027778,1,1,snapshot_20150919T025947Z
172467,9.144774814814815,1,2,snapshot_20150919T025947Z
172623,100.31633280092592,1,1,snapshot_20150919T025947Z
172634,138.25636601851852,1,1,snapshot_20150919T025947Z
173019,45.521914629629634,1,1,snapshot_20150919T025947Z
173056,60.436013020833336,1,5,snapshot_20150919T025947Z
173405,74.91641568287038,1,1,snapshot_20150919T025947Z
173494,23.03931929398148,1,1,snapshot_20150919T025947Z
173517,17.429029502314815,1,1,snapshot_20150919T025947Z
173657,4.526178773148148,1,2,snapshot_20150919T025947Z
173863,3.4273546527777774,28,31,snapshot_20150919T025947Z
173931,52.0562556712963,2,2,snapshot_20150919T025947Z
174405,52.40483128472223,1,1,snapshot_20150919T025947Z
174494,86.24933362268519,1,1,snapshot_20150919T025947Z
174823,6.422701435185185,1,1,snapshot_20150919T025947Z
174972,53.73641776620371,6,11,snapshot_20150919T025947Z
174983,136.21351295138888,1,1,snapshot_20150919T025947Z
175106,46.42728695601852,1,2,snapshot_20150919T025947Z
175586,84.32590621527778,1,1,snapshot_20150919T025947Z
175709,45.32828626157408,1,1,snapshot_20150919T025947Z
175771,63.05381938657408,1,1,snapshot_20150919T025947Z
175801,56.237059583333334,12,13,snapshot_20150919T025947Z
175822,70.46096266203703,1,1,snapshot_20150919T025947Z
175888,10.01987087962963,1,1,snapshot_20150919T025947Z
175890,9.043905960648148,1,3,snapshot_20150919T025947Z
175940,45.26397586805556,1,1,snapshot_20150919T025947Z
176153,59.01996221064815,1,1,snapshot_20150919T025947Z
176356,19.462533425925926,1,1,snapshot_20150919T025947Z
176379,138.27629163194445,1,1,snapshot_20150919T025947Z
176491,126.8989479976852,1,1,snapshot_20150919T025947Z
176615,117.26106638888889,1,1,snapshot_20150919T025947Z
176878,131.3239403935185,1,2,snapshot_20150919T025947Z
176892,125.40860230324074,1,1,snapshot_20150919T025947Z
176939,41.96543219907407,1,1,snapshot_20150919T025947Z
176986,74.06130122685185,1,1,snapshot_20150919T025947Z
177211,17.915326539351852,2,8,snapshot_20150919T025947Z
177257,4.672958946759259,1,1,snapshot_20150919T025947Z
177488,127.41082085648148,1,1,snapshot_20150919T025947Z
177537,81.07945888888888,1,1,snapshot_20150919T025947Z
177547,124.43890135416666,1,1,snapshot_20150919T025947Z
178066,109.86341348379631,1,1,snapshot_20150919T025947Z
178281,33.91796758101852,1,1,snapshot_20150919T025947Z
178888,64.27350237268519,1,1,snapshot_20150919T025947Z
178902,77.13664203703705,1,5,snapshot_20150919T025947Z
178925,127.276234375,1,1,snapshot_20150919T025947Z
179034,81.17970188657407,1,1,snapshot_20150919T025947Z
179091,114.31428783564816,1,1,snapshot_20150919T025947Z
179210,48.040986527777775,1,1,snapshot_20150919T025947Z
179314,77.52974730324074,1,3,snapshot_20150919T025947Z
179353,33.33795642361111,1,2,snapshot_20150919T025947Z
179362,45.493719097222225,1,1,snapshot_20150919T025947Z
179448,96.21858172453703,1,1,snapshot_20150919T025947Z
179772,85.48609302083334,1,3,snapshot_20150919T025947Z
179972,28.083361400462962,1,1,snapshot_20150919T025947Z
180133,136.35398878472222,1,1,snapshot_20150919T025947Z
180275,30.19370340277778,1,1,snapshot_20150919T025947Z
180504,113.3896914699074,1,1,snapshot_20150919T025947Z
180648,45.38140327546296,1,1,snapshot_20150919T025947Z
180776,58.26937695601852,1,1,snapshot_20150919T025947Z
180810,135.35902289351853,1,1,snapshot_20150919T025947Z
180818,46.921859131944444,1,1,snapshot_20150919T025947Z
181041,131.48216148148148,1,1,snapshot_20150919T025947Z
181252,134.36726947916668,1,1,snapshot_20150919T025947Z
181318,100.28475569444446,1,1,snapshot_20150919T025947Z
181723,80.17189354166666,1,1,snapshot_20150919T025947Z
181727,43.20038961805556,1,1,snapshot_20150919T025947Z
181771,84.55929765046297,1,1,snapshot_20150919T025947Z
181889,127.93435166666666,1,1,snapshot_20150919T025947Z
181972,81.41474736111111,1,1,snapshot_20150919T025947Z
182047,86.85390583333333,1,1,snapshot_20150919T025947Z
182055,95.24480087962964,1,2,snapshot_20150919T025947Z
182143,136.0072231712963,1,3,snapshot_20150919T025947Z
182156,114.0139142361111,1,4,snapshot_20150919T025947Z
182406,31.84629752314815,1,1,snapshot_20150919T025947Z
182428,25.23053143518519,1,1,snapshot_20150919T025947Z
182451,29.96268712962963,1,1,snapshot_20150919T025947Z
182582,80.74461814814815,1,1,snapshot_20150919T025947Z
182637,7.151091018518518,1,1,snapshot_20150919T025947Z
182994,38.430614525462964,1,1,snapshot_20150919T025947Z
183206,119.8694447337963,1,1,snapshot_20150919T025947Z
183620,111.51017798611112,1,1,snapshot_20150919T025947Z
184607,80.11791583333334,1,1,snapshot_20150919T025947Z
184974,106.0939641898148,1,1,snapshot_20150919T025947Z
185025,134.30596506944443,1,1,snapshot_20150919T025947Z
185172,122.29856725694444,1,2,snapshot_20150919T025947Z
185242,127.97602019675925,1,1,snapshot_20150919T025947Z
185269,110.54572153935185,1,1,snapshot_20150919T025947Z
185483,120.24665098379629,1,1,snapshot_20150919T025947Z
185552,115.41059456018517,1,1,snapshot_20150919T025947Z
185564,119.0528572800926,1,5,snapshot_20150919T025947Z
185643,124.28887797453704,1,1,snapshot_20150919T025947Z
185790,86.465819375,2,3,snapshot_20150919T025947Z
185928,82.89021094907407,2,2,snapshot_20150919T025947Z
185947,75.38356295138888,1,1,snapshot_20150919T025947Z
185971,37.16452070601852,1,1,snapshot_20150919T025947Z
186080,75.19307957175926,1,1,snapshot_20150919T025947Z
186223,49.178300972222225,1,1,snapshot_20150919T025947Z
186445,92.2803297337963,1,1,snapshot_20150919T025947Z
186588,103.9770663425926,1,1,snapshot_20150919T025947Z
186733,97.38328172453703,1,1,snapshot_20150919T025947Z
186774,11.254182835648148,1,1,snapshot_20150919T025947Z
186927,53.69387496527778,3,10,snapshot_20150919T025947Z
187035,42.19520074074074,1,2,snapshot_20150919T025947Z
187196,36.40225731481482,1,1,snapshot_20150919T025947Z
187302,106.8967562037037,1,1,snapshot_20150919T025947Z
187327,84.28155979166667,1,1,snapshot_20150919T025947Z
187404,129.45397515046295,1,1,snapshot_20150919T025947Z
187536,18.493707025462964,1,1,snapshot_20150919T025947Z
187991,15.973619351851852,1,2,snapshot_20150919T025947Z
188096,102.31053826388887,1,1,snapshot_20150919T025947Z
188116,36.876582106481486,1,10,snapshot_20150919T025947Z
188120,117.18613839120371,1,1,snapshot_20150919T025947Z
188270,16.279188287037037,1,1,snapshot_20150919T025947Z
188684,60.32791719907407,1,1,snapshot_20150919T025947Z
188716,119.02580947916665,1,1,snapshot_20150919T025947Z
189240,106.30702771990741,2,2,snapshot_20150919T025947Z
189377,74.33761027777777,1,1,snapshot_20150919T025947Z
189381,10.385213263888888,1,1,snapshot_20150919T025947Z
189384,109.45682416666665,1,2,snapshot_20150919T025947Z
189473,59.00789142361111,1,1,snapshot_20150919T025947Z
189702,13.070759421296296,1,1,snapshot_20150919T025947Z
189838,25.350210787037035,1,1,snapshot_20150919T025947Z
189934,49.42937974537037,1,1,snapshot_20150919T025947Z
190037,47.201479016203706,1,1,snapshot_20150919T025947Z
190159,93.35196439814816,1,1,snapshot_20150919T025947Z
190644,20.04526747685185,1,1,snapshot_20150919T025947Z
190672,138.4088815740741,3,3,snapshot_20150919T025947Z
190678,17.421583460648147,1,1,snapshot_20150919T025947Z
190756,116.80290725694445,1,1,snapshot_20150919T025947Z
190867,118.22093797453702,1,1,snapshot_20150919T025947Z
190940,104.26354802083334,1,1,snapshot_20150919T025947Z
191153,70.32440951388888,1,1,snapshot_20150919T025947Z
191439,109.36771469907409,1,1,snapshot_20150919T025947Z
191448,47.27202384259259,1,1,snapshot_20150919T025947Z
191477,35.41384356481481,1,2,snapshot_20150919T025947Z
191576,35.39304674768518,1,1,snapshot_20150919T025947Z
191632,22.04016019675926,1,1,snapshot_20150919T025947Z
191637,25.468303888888887,2,8,snapshot_20150919T025947Z
191886,65.83554626157407,1,2,snapshot_20150919T025947Z
191952,121.54248395833334,1,1,snapshot_20150919T025947Z
191994,120.20536458333333,1,1,snapshot_20150919T025947Z
