visitorid,event_rows,known_category_event_rows,unknown_category_event_rows,category_coverage,category_coverage_flag,zero_view_denominator,zero_known_category_denominator,view_event_rows,snapshot_id
422668,43,41,2,0.9534883720930233,1,0,0,39,snapshot_20150919T025947Z
422745,8,7,1,0.875,1,0,0,5,snapshot_20150919T025947Z
422787,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
422894,14,14,0,1.0,1,0,0,10,snapshot_20150919T025947Z
423185,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
423686,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
423912,9,0,9,0.0,0,0,1,7,snapshot_20150919T025947Z
424432,8,6,2,0.75,1,0,0,6,snapshot_20150919T025947Z
424452,9,3,6,0.3333333333333333,1,0,0,8,snapshot_20150919T025947Z
424472,14,14,0,1.0,1,0,0,6,snapshot_20150919T025947Z
424643,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
424706,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
424759,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
424807,4,0,4,0.0,0,0,1,3,snapshot_20150919T025947Z
424884,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
424955,4,4,0,1.0,1,0,0,3,snapshot_20150919T025947Z
425069,11,9,2,0.8181818181818182,1,0,0,7,snapshot_20150919T025947Z
425131,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
425356,61,53,8,0.8688524590163934,1,0,0,58,snapshot_20150919T025947Z
425428,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
425539,10,1,9,0.1,1,0,0,5,snapshot_20150919T025947Z
425614,3,3,0,1.0,1,1,0,0,snapshot_20150919T025947Z
425648,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
425801,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
426015,6,5,1,0.8333333333333334,1,0,0,4,snapshot_20150919T025947Z
426059,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
426208,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
426226,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
426297,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
427158,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
427234,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
427346,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
427353,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
427421,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
427504,79,73,6,0.9240506329113924,1,0,0,73,snapshot_20150919T025947Z
427583,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
427619,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
427622,48,48,0,1.0,1,0,0,44,snapshot_20150919T025947Z
427675,8,0,8,0.0,0,0,1,6,snapshot_20150919T025947Z
427724,7,7,0,1.0,1,0,0,3,snapshot_20150919T025947Z
427756,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
427854,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
427943,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
427949,5,1,4,0.2,1,0,0,3,snapshot_20150919T025947Z
428022,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
428189,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
428220,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
428251,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
428397,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
428415,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
428516,12,6,6,0.5,1,0,0,10,snapshot_20150919T025947Z
428853,9,9,0,1.0,1,0,0,7,snapshot_20150919T025947Z
428870,6,0,6,0.0,0,0,1,4,snapshot_20150919T025947Z
428886,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
428964,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
428976,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
429035,90,90,0,1.0,1,0,0,58,snapshot_20150919T025947Z
429126,2,0,2,0.0,0,0,1,1,snapshot_20150919T025947Z
429139,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
429169,29,24,5,0.8275862068965517,1,0,0,27,snapshot_20150919T025947Z
429195,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
429213,6,6,0,1.0,1,0,0,2,snapshot_20150919T025947Z
429418,21,0,21,0.0,0,0,1,18,snapshot_20150919T025947Z
429461,7,7,0,1.0,1,0,0,4,snapshot_20150919T025947Z
429610,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
429764,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
430099,19,19,0,1.0,1,0,0,17,snapshot_20150919T025947Z
430152,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
430186,10,10,0,1.0,1,0,0,8,snapshot_20150919T025947Z
430190,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
430234,16,16,0,1.0,1,0,0,13,snapshot_20150919T025947Z
430569,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
430663,12,12,0,1.0,1,0,0,3,snapshot_20150919T025947Z
430822,10,10,0,1.0,1,0,0,6,snapshot_20150919T025947Z
430907,6,0,6,0.0,0,0,1,4,snapshot_20150919T025947Z
430913,37,37,0,1.0,1,0,0,10,snapshot_20150919T025947Z
430945,43,43,0,1.0,1,0,0,41,snapshot_20150919T025947Z
431138,10,9,1,0.9,1,0,0,8,snapshot_20150919T025947Z
431790,7,4,3,0.5714285714285714,1,0,0,5,snapshot_20150919T025947Z
431811,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
431937,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
431941,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
431956,19,9,10,0.47368421052631576,1,0,0,17,snapshot_20150919T025947Z
432060,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
432140,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
432335,10,10,0,1.0,1,0,0,8,snapshot_20150919T025947Z
432343,48,0,48,0.0,0,0,1,45,snapshot_20150919T025947Z
432345,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
432404,25,25,0,1.0,1,0,0,19,snapshot_20150919T025947Z
432499,14,10,4,0.7142857142857143,1,0,0,10,snapshot_20150919T025947Z
432569,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
432644,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
432814,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
433031,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
433067,14,10,4,0.7142857142857143,1,0,0,10,snapshot_20150919T025947Z
433111,7,7,0,1.0,1,0,0,3,snapshot_20150919T025947Z
433148,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
433256,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
433471,5,0,5,0.0,0,0,1,2,snapshot_20150919T025947Z
433583,132,120,12,0.9090909090909091,1,0,0,120,snapshot_20150919T025947Z
433786,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
433791,7,7,0,1.0,1,0,0,3,snapshot_20150919T025947Z
434180,9,9,0,1.0,1,0,0,5,snapshot_20150919T025947Z
434250,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
434317,57,53,4,0.9298245614035088,1,0,0,55,snapshot_20150919T025947Z
434333,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
434418,63,59,4,0.9365079365079365,1,0,0,56,snapshot_20150919T025947Z
434489,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
434493,9,2,7,0.2222222222222222,1,0,0,7,snapshot_20150919T025947Z
434507,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
434563,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
434601,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
434803,40,40,0,1.0,1,0,0,23,snapshot_20150919T025947Z
434900,12,0,12,0.0,0,0,1,10,snapshot_20150919T025947Z
434902,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
435019,9,0,9,0.0,0,0,1,6,snapshot_20150919T025947Z
435041,18,17,1,0.9444444444444444,1,0,0,16,snapshot_20150919T025947Z
435104,9,9,0,1.0,1,0,0,7,snapshot_20150919T025947Z
435144,8,7,1,0.875,1,0,0,7,snapshot_20150919T025947Z
435336,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
435495,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
435603,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
435940,14,7,7,0.5,1,0,0,12,snapshot_20150919T025947Z
435977,18,12,6,0.6666666666666666,1,0,0,14,snapshot_20150919T025947Z
436023,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
436334,7,1,6,0.14285714285714285,1,0,0,5,snapshot_20150919T025947Z
436380,8,8,0,1.0,1,0,0,5,snapshot_20150919T025947Z
436517,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
436639,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
436662,11,10,1,0.9090909090909091,1,0,0,9,snapshot_20150919T025947Z
436797,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
436967,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
437102,10,9,1,0.9,1,0,0,7,snapshot_20150919T025947Z
437906,11,7,4,0.6363636363636364,1,0,0,10,snapshot_20150919T025947Z
437984,1,1,0,1.0,1,1,0,0,snapshot_20150919T025947Z
438222,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
438357,5,4,1,0.8,1,0,0,3,snapshot_20150919T025947Z
438441,311,262,49,0.842443729903537,1,0,0,222,snapshot_20150919T025947Z
438605,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
438780,22,22,0,1.0,1,0,0,6,snapshot_20150919T025947Z
439626,5,5,0,1.0,1,0,0,2,snapshot_20150919T025947Z
439737,5,3,2,0.6,1,0,0,3,snapshot_20150919T025947Z
439811,28,22,6,0.7857142857142857,1,0,0,16,snapshot_20150919T025947Z
440136,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
440213,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
440289,4,1,3,0.25,1,0,0,2,snapshot_20150919T025947Z
440481,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
440486,30,1,29,0.03333333333333333,1,0,0,28,snapshot_20150919T025947Z
440612,30,10,20,0.3333333333333333,1,0,0,26,snapshot_20150919T025947Z
440630,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
440666,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
440745,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
440802,17,17,0,1.0,1,0,0,11,snapshot_20150919T025947Z
440899,21,19,2,0.9047619047619048,1,0,0,19,snapshot_20150919T025947Z
440941,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
441024,34,33,1,0.9705882352941176,1,0,0,23,snapshot_20150919T025947Z
441318,9,7,2,0.7777777777777778,1,0,0,7,snapshot_20150919T025947Z
441381,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
441470,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
441506,7,7,0,1.0,1,0,0,3,snapshot_20150919T025947Z
441527,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
441641,18,0,18,0.0,0,0,1,16,snapshot_20150919T025947Z
441688,19,18,1,0.9473684210526315,1,0,0,17,snapshot_20150919T025947Z
441737,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
441782,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
441858,32,20,12,0.625,1,0,0,28,snapshot_20150919T025947Z
442319,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
442692,3,0,3,0.0,0,0,1,2,snapshot_20150919T025947Z
442771,16,13,3,0.8125,1,0,0,14,snapshot_20150919T025947Z
442882,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
442911,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
443006,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
443013,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
443200,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
443581,8,1,7,0.125,1,0,0,6,snapshot_20150919T025947Z
443938,29,11,18,0.3793103448275862,1,0,0,27,snapshot_20150919T025947Z
444320,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
444359,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
444654,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
444847,13,12,1,0.9230769230769231,1,0,0,9,snapshot_20150919T025947Z
445175,5,0,5,0.0,0,0,1,2,snapshot_20150919T025947Z
445226,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
445245,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
445564,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
445764,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
446044,8,7,1,0.875,1,0,0,5,snapshot_20150919T025947Z
446062,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
446206,20,14,6,0.7,1,0,0,14,snapshot_20150919T025947Z
446252,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
446421,6,1,5,0.16666666666666666,1,0,0,4,snapshot_20150919T025947Z
446543,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
446718,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
446730,19,18,1,0.9473684210526315,1,0,0,17,snapshot_20150919T025947Z
446744,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
446931,14,9,5,0.6428571428571429,1,0,0,9,snapshot_20150919T025947Z
446985,6,6,0,1.0,1,0,0,1,snapshot_20150919T025947Z
447078,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
447164,13,10,3,0.7692307692307693,1,0,0,11,snapshot_20150919T025947Z
447235,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
447385,10,10,0,1.0,1,0,0,8,snapshot_20150919T025947Z
447405,9,5,4,0.5555555555555556,1,0,0,4,snapshot_20150919T025947Z
447407,25,11,14,0.44,1,0,0,23,snapshot_20150919T025947Z
447415,13,2,11,0.15384615384615385,1,0,0,5,snapshot_20150919T025947Z
447934,13,12,1,0.9230769230769231,1,0,0,11,snapshot_20150919T025947Z
447985,11,5,6,0.45454545454545453,1,0,0,9,snapshot_20150919T025947Z
448326,5,5,0,1.0,1,0,0,4,snapshot_20150919T025947Z
448356,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
448370,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
448386,11,11,0,1.0,1,0,0,9,snapshot_20150919T025947Z
448398,14,13,1,0.9285714285714286,1,0,0,10,snapshot_20150919T025947Z
449026,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
449226,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
449371,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
449506,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
449727,14,14,0,1.0,1,0,0,9,snapshot_20150919T025947Z
449785,27,27,0,1.0,1,0,0,23,snapshot_20150919T025947Z
449843,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
450043,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
450090,5,4,1,0.8,1,0,0,3,snapshot_20150919T025947Z
450098,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
450190,11,0,11,0.0,0,0,1,8,snapshot_20150919T025947Z
450303,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
450322,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
450579,20,7,13,0.35,1,0,0,18,snapshot_20150919T025947Z
450596,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
450702,13,10,3,0.7692307692307693,1,0,0,9,snapshot_20150919T025947Z
450732,16,15,1,0.9375,1,0,0,11,snapshot_20150919T025947Z
450873,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
450950,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
450966,8,7,1,0.875,1,0,0,6,snapshot_20150919T025947Z
450977,2,0,2,0.0,0,0,1,1,snapshot_20150919T025947Z
451001,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
451072,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
451106,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
451189,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
451333,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
451610,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
451673,18,12,6,0.6666666666666666,1,0,0,9,snapshot_20150919T025947Z
451676,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
451822,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
451953,18,18,0,1.0,1,0,0,12,snapshot_20150919T025947Z
451990,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
452009,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
452090,4,1,3,0.25,1,0,0,2,snapshot_20150919T025947Z
452114,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
452149,23,23,0,1.0,1,0,0,20,snapshot_20150919T025947Z
452189,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
452250,9,9,0,1.0,1,0,0,6,snapshot_20150919T025947Z
452316,12,12,0,1.0,1,0,0,10,snapshot_20150919T025947Z
452625,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
452649,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
452653,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
452811,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
452965,8,8,0,1.0,1,0,0,5,snapshot_20150919T025947Z
453067,16,12,4,0.75,1,0,0,10,snapshot_20150919T025947Z
453287,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
453323,4,4,0,1.0,1,0,0,3,snapshot_20150919T025947Z
453338,2,2,0,1.0,1,1,0,0,snapshot_20150919T025947Z
453409,5,0,5,0.0,0,0,1,3,snapshot_20150919T025947Z
453926,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
453995,21,21,0,1.0,1,0,0,14,snapshot_20150919T025947Z
454102,32,25,7,0.78125,1,0,0,26,snapshot_20150919T025947Z
454180,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
454363,18,16,2,0.8888888888888888,1,0,0,16,snapshot_20150919T025947Z
454380,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
454636,9,1,8,0.1111111111111111,1,0,0,7,snapshot_20150919T025947Z
454654,16,15,1,0.9375,1,0,0,4,snapshot_20150919T025947Z
454690,109,47,62,0.43119266055045874,1,0,0,105,snapshot_20150919T025947Z
454731,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
454808,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
454812,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
454907,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
455050,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
455136,21,21,0,1.0,1,0,0,20,snapshot_20150919T025947Z
455241,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
455429,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
455557,38,38,0,1.0,1,0,0,26,snapshot_20150919T025947Z
455562,13,5,8,0.38461538461538464,1,0,0,10,snapshot_20150919T025947Z
455580,6,5,1,0.8333333333333334,1,0,0,4,snapshot_20150919T025947Z
455628,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
455863,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
456000,29,29,0,1.0,1,0,0,27,snapshot_20150919T025947Z
456079,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
456252,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
456502,13,13,0,1.0,1,0,0,10,snapshot_20150919T025947Z
456617,33,26,7,0.7878787878787878,1,0,0,27,snapshot_20150919T025947Z
456741,4,4,0,1.0,1,0,0,1,snapshot_20150919T025947Z
456829,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
457028,20,20,0,1.0,1,0,0,16,snapshot_20150919T025947Z
457097,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
457246,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
457524,8,1,7,0.125,1,0,0,6,snapshot_20150919T025947Z
457547,218,215,3,0.9862385321100917,1,0,0,163,snapshot_20150919T025947Z
457831,7,2,5,0.2857142857142857,1,0,0,5,snapshot_20150919T025947Z
457978,36,36,0,1.0,1,0,0,25,snapshot_20150919T025947Z
458059,4,0,4,0.0,0,0,1,2,snapshot_20150919T025947Z
458069,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
458095,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
458108,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
458267,10,10,0,1.0,1,0,0,7,snapshot_20150919T025947Z
458337,12,6,6,0.5,1,0,0,8,snapshot_20150919T025947Z
458400,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
458738,9,8,1,0.8888888888888888,1,0,0,7,snapshot_20150919T025947Z
458788,8,8,0,1.0,1,0,0,2,snapshot_20150919T025947Z
458856,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
458889,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
458981,8,4,4,0.5,1,0,0,4,snapshot_20150919T025947Z
459290,14,12,2,0.8571428571428571,1,0,0,9,snapshot_20150919T025947Z
459332,12,12,0,1.0,1,0,0,11,snapshot_20150919T025947Z
459752,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
459834,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
459986,7,7,0,1.0,1,0,0,5,snapshot_20150919T025947Z
460170,10,10,0,1.0,1,0,0,8,snapshot_20150919T025947Z
460227,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
460240,6,6,0,1.0,1,0,0,3,snapshot_20150919T025947Z
460412,10,0,10,0.0,0,0,1,8,snapshot_20150919T025947Z
460425,15,15,0,1.0,1,0,0,13,snapshot_20150919T025947Z
460599,58,55,3,0.9482758620689655,1,0,0,51,snapshot_20150919T025947Z
460601,68,61,7,0.8970588235294118,1,0,0,60,snapshot_20150919T025947Z
460668,24,24,0,1.0,1,0,0,22,snapshot_20150919T025947Z
460720,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
460900,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
460926,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
461088,9,6,3,0.6666666666666666,1,0,0,6,snapshot_20150919T025947Z
461094,9,0,9,0.0,0,0,1,6,snapshot_20150919T025947Z
461414,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
461468,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
461700,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
461703,8,0,8,0.0,0,0,1,4,snapshot_20150919T025947Z
461960,11,10,1,0.9090909090909091,1,0,0,7,snapshot_20150919T025947Z
462027,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
462756,6,0,6,0.0,0,0,1,4,snapshot_20150919T025947Z
463060,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
463111,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
463202,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
463223,6,6,0,1.0,1,0,0,2,snapshot_20150919T025947Z
463354,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
463366,14,14,0,1.0,1,0,0,11,snapshot_20150919T025947Z
463408,5,5,0,1.0,1,0,0,4,snapshot_20150919T025947Z
463466,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
463688,5,5,0,1.0,1,0,0,1,snapshot_20150919T025947Z
463740,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
463917,13,3,10,0.23076923076923078,1,0,0,11,snapshot_20150919T025947Z
464138,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
464250,5,5,0,1.0,1,0,0,2,snapshot_20150919T025947Z
464410,37,37,0,1.0,1,0,0,17,snapshot_20150919T025947Z
464435,19,19,0,1.0,1,0,0,15,snapshot_20150919T025947Z
465427,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
465431,9,9,0,1.0,1,0,0,4,snapshot_20150919T025947Z
465507,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
465669,11,11,0,1.0,1,0,0,9,snapshot_20150919T025947Z
465862,5,5,0,1.0,1,0,0,2,snapshot_20150919T025947Z
465949,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
465974,17,16,1,0.9411764705882353,1,0,0,14,snapshot_20150919T025947Z
465999,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
466004,17,17,0,1.0,1,0,0,15,snapshot_20150919T025947Z
466227,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
466290,3,0,3,0.0,0,0,1,1,snapshot_20150919T025947Z
466364,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
466583,4,3,1,0.75,1,0,0,2,snapshot_20150919T025947Z
466691,16,16,0,1.0,1,0,0,13,snapshot_20150919T025947Z
466805,6,6,0,1.0,1,0,0,4,snapshot_20150919T025947Z
466834,2,2,0,1.0,1,0,0,1,snapshot_20150919T025947Z
466869,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
466944,8,8,0,1.0,1,0,0,6,snapshot_20150919T025947Z
467086,7,1,6,0.14285714285714285,1,0,0,5,snapshot_20150919T025947Z
467433,6,6,0,1.0,1,0,0,3,snapshot_20150919T025947Z
467595,3,3,0,1.0,1,0,0,2,snapshot_20150919T025947Z
467775,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
467899,17,16,1,0.9411764705882353,1,0,0,7,snapshot_20150919T025947Z
468035,5,5,0,1.0,1,0,0,3,snapshot_20150919T025947Z
468096,6,5,1,0.8333333333333334,1,0,0,4,snapshot_20150919T025947Z
468154,3,3,0,1.0,1,0,0,1,snapshot_20150919T025947Z
468301,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
468318,6,6,0,1.0,1,0,0,3,snapshot_20150919T025947Z
468466,29,12,17,0.41379310344827586,1,0,0,14,snapshot_20150919T025947Z
468499,5,5,0,1.0,1,0,0,2,snapshot_20150919T025947Z
468595,10,10,0,1.0,1,0,0,3,snapshot_20150919T025947Z
468853,16,4,12,0.25,1,0,0,12,snapshot_20150919T025947Z
468986,2,1,1,0.5,1,0,0,1,snapshot_20150919T025947Z
469022,31,31,0,1.0,1,0,0,7,snapshot_20150919T025947Z
469048,9,5,4,0.5555555555555556,1,0,0,5,snapshot_20150919T025947Z
469105,6,1,5,0.16666666666666666,1,0,0,4,snapshot_20150919T025947Z
469410,78,54,24,0.6923076923076923,1,0,0,62,snapshot_20150919T025947Z
469559,9,9,0,1.0,1,0,0,7,snapshot_20150919T025947Z
469785,18,17,1,0.9444444444444444,1,0,0,16,snapshot_20150919T025947Z
469791,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
470165,4,4,0,1.0,1,0,0,2,snapshot_20150919T025947Z
