visitorid,representation,method,selection,candidate_id,label
1161147,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1161163,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,0
1161252,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1161263,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1161707,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1161712,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1161968,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1161980,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1162129,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1162136,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1162188,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1162239,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1162252,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1162584,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1162772,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1162858,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1162982,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1163126,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1163388,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1163417,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1163432,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1163475,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1163709,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1163984,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1163985,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1164136,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1164313,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1164547,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1164596,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1164713,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1164733,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1164964,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165061,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165148,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165239,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165267,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165346,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165458,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165524,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165533,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165669,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165723,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165753,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165792,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165904,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165927,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165947,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1165952,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166108,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166248,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166352,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166385,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166469,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166523,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166551,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166562,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166580,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166599,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166651,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166692,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166783,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166817,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166904,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1166965,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1167125,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1167457,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1167802,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1167927,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168109,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168133,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168222,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168370,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168431,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168467,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168496,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168629,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168709,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168726,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168756,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168808,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1168816,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169061,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169129,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169547,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169620,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169625,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169689,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169725,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169792,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169823,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169857,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169882,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169933,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1169956,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170127,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170165,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170264,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170314,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170342,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170409,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170438,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170441,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170453,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170710,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170737,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170743,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170936,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1170959,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171088,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171341,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171393,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171448,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171630,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171776,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171799,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171831,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171920,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171932,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1171969,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172037,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172075,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172087,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172151,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172272,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172288,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172291,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172311,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172388,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172583,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172695,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172723,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172832,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172935,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1172980,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1173184,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1173192,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1173255,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1173322,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1173362,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1173466,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1173572,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1174264,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1174308,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1174383,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1174600,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1174786,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1174875,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1174876,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1174955,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175111,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175295,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175322,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175330,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175373,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175423,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175440,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175636,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175703,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175740,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175782,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175856,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1175941,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176032,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176079,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176366,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176392,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176490,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176501,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176550,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176826,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176865,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176899,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1176924,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1177041,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1177212,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1177288,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1177519,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1177596,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1177689,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1177847,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1178073,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1178082,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1178186,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1178290,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1178494,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1178506,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179005,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179018,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179141,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179152,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179262,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179331,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179416,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179500,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179650,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1179782,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1180041,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1180110,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1180229,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1180266,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1180332,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1180439,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1180731,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1180838,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1180950,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1181007,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1181200,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1181206,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1181395,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1181406,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1181719,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1181848,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1182324,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1182649,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1182823,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183087,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183092,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183199,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183236,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183250,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183412,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183536,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183717,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183769,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183770,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183793,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183796,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183811,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183850,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183876,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1183970,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1184189,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1184275,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1184315,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1184363,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1184392,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1184428,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1184443,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1184602,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1184848,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1185078,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1185234,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1185548,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1185744,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1185940,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1186185,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1186376,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1186389,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1186423,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187034,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187102,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187124,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187633,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187718,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187748,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187853,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187858,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187986,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187988,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1187998,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1188257,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1188331,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1188424,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1188496,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1188952,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1188968,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189000,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189129,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189297,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189339,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189458,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189567,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189599,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189650,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189783,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1189991,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1190064,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1190446,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1190478,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1190624,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1190733,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1190799,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1190835,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1190855,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1190861,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1191192,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1191301,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1191434,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1191809,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1191828,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1191985,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1192181,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1192199,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1192236,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1192245,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1192524,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1192567,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1192580,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1193129,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1193534,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1193568,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1193588,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1193750,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1193771,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1193786,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1193899,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1193956,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1194230,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1194261,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1194295,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1194303,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1194376,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1194505,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1194554,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1194567,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1194654,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1195211,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1195388,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1195558,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1195643,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1195833,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1195928,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1195980,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1196160,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1196189,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1196322,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1196552,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1196616,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1196715,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1196748,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1196832,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1196942,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197194,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197341,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197343,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197479,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197550,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197629,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197647,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197809,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197857,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1197875,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1198094,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1198289,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1198949,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1199061,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1199079,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1199094,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1199130,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1199182,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1199268,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1199413,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1199640,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1199945,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1200007,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1200257,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1200339,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1200508,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1200651,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1200726,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1201435,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1201458,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1201579,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1201694,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1202066,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1202094,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1202248,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1202318,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1202351,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1202511,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1202903,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1202977,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1203091,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1203145,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1203176,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1203225,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
1203367,compact,classix,unconstrained_silhouette,classix_r1.05_m10_distance,1
