representation,split_seed,k,k_prime,rule_id,leaf_id,cluster_id,condition_index,feature_index,feature,threshold,threshold_original,threshold_scaled,feature_transform,direction,path,condition_count,leaf_training_samples,engine
rich,20260802,4,4,1,1,0,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809,3,5365,exkmc_0.0.3
rich,20260802,4,4,2,2,3,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809,3,2968,exkmc_0.0.3
rich,20260802,4,4,2,2,3,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809,3,2968,exkmc_0.0.3
rich,20260802,4,4,2,2,3,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809,3,2968,exkmc_0.0.3
rich,20260802,4,4,3,3,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192,2,104,exkmc_0.0.3
rich,20260802,4,4,3,3,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192,2,104,exkmc_0.0.3
rich,20260802,4,5,0,0,2,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,<=,x[10] <= -1.8953154495195101,1,938,exkmc_0.0.3
rich,20260802,4,5,1,1,0,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809,3,5365,exkmc_0.0.3
rich,20260802,4,5,1,1,0,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809,3,5365,exkmc_0.0.3
rich,20260802,4,5,1,1,0,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809,3,5365,exkmc_0.0.3
rich,20260802,4,5,2,2,3,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149,4,2955,exkmc_0.0.3
rich,20260802,4,5,2,2,3,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149,4,2955,exkmc_0.0.3
rich,20260802,4,5,2,2,3,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149,4,2955,exkmc_0.0.3
rich,20260802,4,5,2,2,3,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149,4,2955,exkmc_0.0.3
rich,20260802,4,5,3,3,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,5,3,3,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,5,3,3,1,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,5,3,3,1,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,5,4,4,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192,2,104,exkmc_0.0.3
rich,20260802,4,5,4,4,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192,2,104,exkmc_0.0.3
rich,20260802,4,6,0,0,2,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,<=,x[10] <= -1.8953154495195101,1,938,exkmc_0.0.3
rich,20260802,4,6,1,1,0,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,6,1,1,0,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,6,1,1,0,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,6,1,1,0,3,9,session_count_30m,3.9999999999999996,3.9999999999999996,0.7148971848599895,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,6,2,2,3,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,6,2,2,3,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,6,2,2,3,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,6,2,2,3,3,9,session_count_30m,3.9999999999999996,3.9999999999999996,0.7148971848599895,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,6,3,3,3,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149,4,2955,exkmc_0.0.3
rich,20260802,4,6,3,3,3,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149,4,2955,exkmc_0.0.3
rich,20260802,4,6,3,3,3,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149,4,2955,exkmc_0.0.3
rich,20260802,4,6,3,3,3,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149,4,2955,exkmc_0.0.3
rich,20260802,4,6,4,4,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,6,4,4,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,6,4,4,1,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,6,4,4,1,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,6,5,5,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192,2,104,exkmc_0.0.3
rich,20260802,4,6,5,5,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192,2,104,exkmc_0.0.3
rich,20260802,4,7,0,0,2,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,<=,x[10] <= -1.8953154495195101,1,938,exkmc_0.0.3
rich,20260802,4,7,1,1,0,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,7,1,1,0,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,7,1,1,0,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,7,1,1,0,3,9,session_count_30m,3.9999999999999996,3.9999999999999996,0.7148971848599895,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,7,2,2,3,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,7,2,2,3,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,7,2,2,3,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,7,2,2,3,3,9,session_count_30m,3.9999999999999996,3.9999999999999996,0.7148971848599895,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,7,3,3,3,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,7,3,3,3,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,7,3,3,3,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,7,3,3,3,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,7,3,3,3,4,2,purchase_event_count,15.999999999999995,15.999999999999995,4.920069151422743,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,7,4,4,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,7,4,4,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,7,4,4,1,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,7,4,4,1,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,7,4,4,1,4,2,purchase_event_count,15.999999999999995,15.999999999999995,4.920069151422743,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,7,5,5,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,7,5,5,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,7,5,5,1,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,7,5,5,1,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,7,6,6,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192,2,104,exkmc_0.0.3
rich,20260802,4,7,6,6,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192,2,104,exkmc_0.0.3
rich,20260802,4,8,0,0,2,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,<=,x[10] <= -1.8953154495195101,1,938,exkmc_0.0.3
rich,20260802,4,8,1,1,0,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,8,1,1,0,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,8,1,1,0,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,8,1,1,0,3,9,session_count_30m,3.9999999999999996,3.9999999999999996,0.7148971848599895,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] <= 0.71489718485998954,4,5302,exkmc_0.0.3
rich,20260802,4,8,2,2,3,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,8,2,2,3,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,8,2,2,3,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,8,2,2,3,3,9,session_count_30m,3.9999999999999996,3.9999999999999996,0.7148971848599895,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] <= -0.010925932685757809 AND x[9] > 0.71489718485998954,4,63,exkmc_0.0.3
rich,20260802,4,8,3,3,3,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,8,3,3,3,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,8,3,3,3,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,8,3,3,3,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,8,3,3,3,4,2,purchase_event_count,15.999999999999995,15.999999999999995,4.920069151422743,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] <= 4.9200691514227426,5,2949,exkmc_0.0.3
rich,20260802,4,8,4,4,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,8,4,4,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,8,4,4,1,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,8,4,4,1,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,8,4,4,1,4,2,purchase_event_count,15.999999999999995,15.999999999999995,4.920069151422743,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] <= 3.8826817607338149 AND x[2] > 4.9200691514227426,5,6,exkmc_0.0.3
rich,20260802,4,8,5,5,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,8,5,5,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,8,5,5,1,2,7,activity_span_days,1.8233806365740737,1.8233806365740737,-0.01092593268575781,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,8,5,5,1,3,10,distinct_top_categories,9.000000000000002,9.000000000000002,3.882681760733815,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] <= 2.809394314002192 AND x[7] > -0.010925932685757809 AND x[10] > 3.8826817607338149,4,13,exkmc_0.0.3
rich,20260802,4,8,6,6,3,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192 AND x[10] <= 0.86148982920325645,3,3,exkmc_0.0.3
rich,20260802,4,8,6,6,3,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192 AND x[10] <= 0.86148982920325645,3,3,exkmc_0.0.3
rich,20260802,4,8,6,6,3,2,10,distinct_top_categories,2.0000000000000004,2.0000000000000004,0.8614898292032565,log1p_then_standardize,<=,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192 AND x[10] <= 0.86148982920325645,3,3,exkmc_0.0.3
rich,20260802,4,8,7,7,1,0,10,distinct_top_categories,6.994405055138511e-15,6.994405055138511e-15,-1.8953154495195101,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192 AND x[10] > 0.86148982920325645,3,101,exkmc_0.0.3
rich,20260802,4,8,7,7,1,1,1,purchase_occasion_count,3.9999999999999996,3.9999999999999996,2.809394314002192,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192 AND x[10] > 0.86148982920325645,3,101,exkmc_0.0.3
rich,20260802,4,8,7,7,1,2,10,distinct_top_categories,2.0000000000000004,2.0000000000000004,0.8614898292032565,log1p_then_standardize,>,x[10] > -1.8953154495195101 AND x[1] > 2.809394314002192 AND x[10] > 0.86148982920325645,3,101,exkmc_0.0.3
