representation,method,selection,candidate_id,cluster,cluster_is_noise,feature,n_customers,share_of_all_customers,share_of_non_noise_customers,median,q25,q75,global_median,iqr_effect
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,activity_span_days,1156,0.09864322894444918,0.09864322894444918,0.01246153356481475,0.00438620949074065,0.17271909722222217,0.0697286689814814,-0.009676979417277612
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,mean_interevent_hours,1156,0.09864322894444918,0.09864322894444918,0.08661902777777769,0.0376416435185185,0.8991283333333333,0.2632017592592592,-0.015794667888789922
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,session_count_30m,1156,0.09864322894444918,0.09864322894444918,1.0,1.0,2.0,2.0,-0.5
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,distinct_top_categories,1156,0.09864322894444918,0.09864322894444918,0.0,0.0,0.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,top_category_share,1156,0.09864322894444918,0.09864322894444918,0.0,0.0,0.0,1.0,-6.000000000000002
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,purchase_recency_days,6790,0.5794009727792474,0.5794009727792474,63.302418478009265,31.92636217303241,93.96002887731481,71.89734398148147,-0.12833244042098482
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,purchase_occasion_count,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,purchase_event_count,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,total_events,6790,0.5794009727792474,0.5794009727792474,5.0,3.0,7.0,6.0,-0.125
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,active_days,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,0.0
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,cart_per_view,6790,0.5794009727792474,0.5794009727792474,0.3333333333333333,0.1666666666666666,1.0,0.25,0.21428571428571425
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,transaction_per_view,6790,0.5794009727792474,0.5794009727792474,0.5,0.2,1.0,0.2857142857142857,0.5714285714285715
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,activity_span_days,6790,0.5794009727792474,0.5794009727792474,0.01284098379629625,0.00436259548611105,0.07393128761574068,0.0697286689814814,-0.009612860057138305
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,mean_interevent_hours,6790,0.5794009727792474,0.5794009727792474,0.0741350231481481,0.035332187499999945,0.2941369212962963,0.2632017592592592,-0.016911315623213453
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,session_count_30m,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,2.0,2.0,-0.5
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,distinct_top_categories,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,0,False,top_category_share,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,0.0
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,purchase_recency_days,3607,0.30779076713030123,0.30779076713030123,72.06231469907408,41.261557598379625,101.75412603009259,71.89734398148147,0.0024632086430659487
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,purchase_occasion_count,3607,0.30779076713030123,0.30779076713030123,1.0,1.0,1.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,purchase_event_count,3607,0.30779076713030123,0.30779076713030123,1.0,1.0,2.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,total_events,3607,0.30779076713030123,0.30779076713030123,13.0,8.0,24.0,6.0,0.875
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,active_days,3607,0.30779076713030123,0.30779076713030123,3.0,2.0,4.0,1.0,2.0
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,cart_per_view,3607,0.30779076713030123,0.30779076713030123,0.1538461538461538,0.0769230769230769,0.25,0.25,-0.24725274725274737
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,transaction_per_view,3607,0.30779076713030123,0.30779076713030123,0.1379310344827586,0.0714285714285714,0.25,0.2857142857142857,-0.39408866995073893
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,activity_span_days,3607,0.30779076713030123,0.30779076713030123,16.101319097222223,5.961583686342593,47.775027557870374,0.0697286689814814,2.709012236626738
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,mean_interevent_hours,3607,0.30779076713030123,0.30779076713030123,31.04967872222222,10.450628402469956,85.0353843993994,0.2632017592592592,2.7537357419735957
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,session_count_30m,3607,0.30779076713030123,0.30779076713030123,4.0,3.0,6.0,2.0,1.0
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,distinct_top_categories,3607,0.30779076713030123,0.30779076713030123,1.0,1.0,2.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,1,False,top_category_share,3607,0.30779076713030123,0.30779076713030123,1.0,0.76,1.0,1.0,0.0
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,purchase_recency_days,166,0.014165031146002219,0.014165031146002219,63.15805487847223,25.34794436053241,100.19441776909723,71.89734398148147,-0.13048796032968693
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,purchase_occasion_count,166,0.014165031146002219,0.014165031146002219,11.0,5.0,33.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,purchase_event_count,166,0.014165031146002219,0.014165031146002219,17.0,9.0,44.75,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,total_events,166,0.014165031146002219,0.014165031146002219,338.5,153.25,719.75,6.0,41.5625
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,active_days,166,0.014165031146002219,0.014165031146002219,11.0,5.0,25.0,1.0,10.0
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,cart_per_view,166,0.014165031146002219,0.014165031146002219,0.11508420064324096,0.05641132313264355,0.1815356856455493,0.25,-0.3469263412030947
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,transaction_per_view,166,0.014165031146002219,0.014165031146002219,0.082612934676633,0.04151761858359783,0.14520624303232998,0.2857142857142857,-0.5416036027670739
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,activity_span_days,166,0.014165031146002219,0.014165031146002219,31.668468761574072,7.3186260300925925,95.23972505787037,0.0697286689814814,5.339543444300359
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,mean_interevent_hours,166,0.014165031146002219,0.014165031146002219,1.1059541156026516,0.3354055238856395,7.661810958475014,0.2632017592592592,0.07538106058991936
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,session_count_30m,166,0.014165031146002219,0.014165031146002219,28.0,11.25,66.75,2.0,13.0
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,distinct_top_categories,166,0.014165031146002219,0.014165031146002219,12.0,8.0,14.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,2,False,top_category_share,166,0.014165031146002219,0.014165031146002219,0.40413533834586457,0.34009964483030786,0.5131024889089405,1.0,-3.5751879699248135
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,purchase_recency_days,1156,0.09864322894444918,0.09864322894444918,127.41700537037038,106.92900917824075,135.3538872019676,71.89734398148147,0.8289744494590987
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,purchase_occasion_count,1156,0.09864322894444918,0.09864322894444918,1.0,1.0,1.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,purchase_event_count,1156,0.09864322894444918,0.09864322894444918,1.0,1.0,1.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,total_events,1156,0.09864322894444918,0.09864322894444918,4.0,3.0,7.0,6.0,-0.25
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,active_days,1156,0.09864322894444918,0.09864322894444918,1.0,1.0,1.0,1.0,0.0
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,cart_per_view,1156,0.09864322894444918,0.09864322894444918,0.4,0.1666666666666666,1.0,0.25,0.3857142857142858
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,transaction_per_view,1156,0.09864322894444918,0.09864322894444918,0.5,0.25,1.0,0.2857142857142857,0.5714285714285715
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,activity_span_days,1156,0.09864322894444918,0.09864322894444918,0.01246153356481475,0.00438620949074065,0.17271909722222217,0.0697286689814814,-0.009676979417277612
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,mean_interevent_hours,1156,0.09864322894444918,0.09864322894444918,0.08661902777777769,0.0376416435185185,0.8991283333333333,0.2632017592592592,-0.015794667888789922
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,session_count_30m,1156,0.09864322894444918,0.09864322894444918,1.0,1.0,2.0,2.0,-0.5
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,distinct_top_categories,1156,0.09864322894444918,0.09864322894444918,0.0,0.0,0.0,1.0,
rich,kmeans,deployment_acceptable,kmeans_k04,3,False,top_category_share,1156,0.09864322894444918,0.09864322894444918,0.0,0.0,0.0,1.0,-6.000000000000002
